record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
596,11246064,Poles apart but are they the same? A comparative study of Australian and Scottish patients with chronic heart failure.,,"Stewart, S; Blue, L; Capewell, S; Horowitz, J D; McMurray, J J","This paper reports an international comparison of the characteristics, treatment and health outcomes of chronic heart failure (CHF) patients discharged from acute hospital care in Australia and Scotland. The baseline characteristics and treatment of 200 CHF patients recruited into a randomized trial of a non-pharmacological intervention in Australia and 157 CHF patients simultaneously recruited into a similar trial in Scotland were compared. Subsequent health outcomes (including survival and readmission) within 3 months of discharge in patients receiving usual post-discharge care in Australia (n=100) and Scotland (n=75) were also compared. The subjects in both countries were predominantly old and frail with significant comorbidity that would likely complicate treatment. Similar proportions of Australian and Scottish patients were prescribed either a 'high' (20 vs. 18%) or medium (64 vs. 66%) dose of an angiotensin-converting enzyme inhibitor. Proportionally more Australian patients were prescribed a long-acting nitrate, digoxin and/or a beta-blocker. At 3 months post-discharge, 57 of the 100 (57%: 95% CI 47-67%) Australian and 37 of the 75 (49%: 95% CI 38-61%) Scottish patients were referred to 'usual care' and remained event-free ( NS). Similarly, 15 vs 12% required > or = 2 unscheduled readmissions (NS) and 16 vs 19% of Australian and Scottish patients, respectively, died (NS). Australian and Scottish patients had a cumulative median of 0.6 and 0.9 days hospitalised/patient/month (NS), respectively. On multivariate analysis (including country of origin), unplanned readmission or death was independently correlated with severe renal impairment (adjusted odds ratio 4.4, P<0.05), prior hospitalization for CHF (2.3, P<0.05 ), a longer index hospital stay (2.7 for > 10 days, P < 0.05), and greater comorbidity (1.3 for each incremental unit of the Charlson index, P = 0.05). Health outcomes in predominantly elderly and frail CHF patients appear to be independent of the healthcare system in which the patient is treated and more dependent on the syndrome itself.",0,0
597,11248601,computerized method for identifying incidents related to adverse drug events in outpatients.,,"Honigman, B; Light, P; Pulling, R M; Bates, D W","Computer monitors have been used in inpatients to improve the detection of adverse drug events (ADEs). However, similar programs were not available for outpatients.; Description of an approach to detecting incidents suggesting that ADE may have occurred in outpatients by adapting methods from inpatient computer monitoring and developing terminology searches in electronic medical records.; Information from the ambulatory electronic medical record (EMR) of a hospital and its clinics was reviewed for a year. A total of 23,064 patients and 88,514 visits were identified. Patient data, medical issue lists, ICD-9 claims, patient allergies, medication history and all clinic visit notes were extracted and merged. We then searched for incidents suggesting that an AE might be present using four methods: ICD-9 claims, emerging allergies, computer rules linking laboratory data to known drug exposures, and a medical terminology dictionary (M2D2). In this report, we describe how these search methods were developed to enable ADE identification.; The ability to perform such quality-related work is an example of the benefits of ambulatory EMR that may not be obvious to the facilities considering implementation.",0,0
598,11248763,Heart failure therapy at the turn of the century.,,"Goldstein, S","Major changes in the treatment of heart failure have occurred in the last fifty years, which have had a dramatic impact on morbidity and mortality. More than two hundred years have passed since the benefits of digitalis in heart failure were demonstrated before the development of effective loop diuretics. The observation that vasodilators can improve both cardiac function and mortality led to the study of angiotensin converting enzyme inhibitors (ACEI). Although these agents exhibited significant vasodilator properties, their primary utility appears to be related to their ability to cause remodeling of the failing left ventricle. The most recent randomized clinical trials indicate that beta-blockers can have an incremental effect on both mortality and morbidity when added to ACEI therapy. Although these agents improved the outlook for patients with heart failure, they had very little effect on improving left ventricular function. Future research must focus on methods to deal with this problem, either by altering the contractile properties of the cardiomyocyte through pharmacological or electrical therapy, or by transplanting functional cells that can increase the number of functioning contractile units.",0,0
599,11249891,"Comparative effects of candesartan cilexetil and amlodipine in patients with mild systemic hypertension. Comparison of Candesartan and Amlodipine for Safety, Tolerability and Efficacy (CASTLE) Study Investigators.",,"Kloner, R A; Weinberger, M; Pool, J L; Chrysant, S G; Prasad, R; Harris, S M; Zyczynski, T M; Leidy, N K; Michelson, E L","The comparative antihypertensive efficacy and tolerability of the angiotensin II receptor blocker candesartan cilexetil and the calcium channel blocker amlodipine were evaluated in an 8-week, multicenter, double-blind, randomized, parallel-group, forced-titration study in 251 adult patients (45% female, 16% black) with mild hypertension ( Stage 1). After a 4 to 5 week run-in period with placebo, patients with seated diastolic blood pressure (BP) 90 to 99 mmHg received candesartan cilexetil 16 mg (n=123) or amlodipine 5 mg (n=128) once daily. . After 4 weeks of double-blind treatment, patients were titrated up to candesartan cilexetil 32 mg or amlodipine 10 mg once daily. There were no significant differences between candesartan cilexetil and amlodipine regimens for blood pressure reduction; the mean reduction in systolic blood pressure/diastolic blood pressure was -15.2/-10.2 mm Hg versus -15.4/-11.3 mm Hg (p=0.88/0.25). Overall, 79% of patients on candesartan cilexetil and 87% of patients on amlodipine were controlled (diastolic blood pressure < 90 mmHg). Overall, 3.3% of patients on candesartan cilexetil discontinued treatment compared to 9.4% of patients on amlodipine, including 2.4% versus 4.7% for adverse events and 0% versus 1.6% for peripheral oedema, respectively . Peripheral edema, the pre-specified primary safety endpoint, occurred significantly more frequently in patients treated with amlodipine (22.1%; mild 8.7%, moderate 11.8%, severe 1.6%) than in patients treated with candesartan cilexetil (8.9%, %; mild 8.1%, moderate 0.8%). %) (p=0.005). Candesartan cilexetil and amlodipine are both highly effective at controlling blood pressure in patients with mild hypertension. Candesartan cilexetil offers a significant tolerability benefit in terms of a reduced risk of developing peripheral oedema.",0,0
600,11249900,"Comparison of baseline, initial course and management: losartan versus captopril after acute myocardial infarction (the OPTIMAAL study). OPTIMAAL study steering committee and investigators. Optimal study in myocardial infarction with the angiotensin II antagonist losartan.",,"Dickstein, K; Kjekshus, J","The OPTIMAAL study was a multicentre, double-blind, randomized, parallel study in high-risk patients treated early after acute myocardial infarction and receiving treatment with an angiotensin converting enzyme inhibitor (captopril) and a selective angiotensin II antagonist (losartan) compared ) to survival and morbidity. A total of 5,477 patients with heart failure in the acute phase or with a new Q-wave anterior myocardial infarction or reinfarction were recruited. This study describes the baseline and initial trajectory of the cohort and compares these data and patient management across countries.",0,0
601,11255520,Recovery of ventricular function after myocardial infarction in the reperfusion age: The study of healing and early afterload reduction.,,"Solomon, S D; Glynn, R J; Greaves, S; Ajani, U; Rouleau, J L; Menapace, F; Arnold, J M; Hennekens, C; Pfeffer, M A","Patients with impaired left ventricular function and ventricular dilation after myocardial infarction have a significantly higher risk of congestive heart failure and death. Nevertheless, a significant proportion of patients recover from myocardial infarction, and modern reperfusion strategies have been associated with increased recovery of function.; To determine the extent and predictors of recovery of ventricular function after anterior Q-wave myocardial infarction in the reperfusion era; Subgroup analysis of the Healing and Early Afterload Reducing Therapy study; 35 medical centers in the United States and Canada.; 352 patients with anterior Q-wave myocardial infarction.; placebo for 14 days followed by full dose ramipril (10 mg) until day 90; low-dose (0.625 mg) ramipril for 90 days; or full dose ramipril for 90 days. All patients underwent reperfusion therapy.; Echocardiography was performed on day 1 (before randomization), day 14, and day 90 after myocardial infarction. Left ventricular volume and ejection fraction were measured and wall motion analyzes were performed at all three time points in 249 patients and at baseline in an additional 12 patients who died during follow-up. Echocardiographic and non-chocardiographic predictors of ventricular recovery were examined.; At Day 90, 55 of 252 (22%) patients presenting with abnormal ejection fraction and wall motion abnormalities on Day 1 showed full recovery of function (ejection fraction within normal range and infarct segment length of 0%), and an additional 36% (91 of 252 patients) showed partial recovery of function. After 90 days, 53% (132 of 249) of patients had an improvement in ejection fraction of more than 5%, while only 16% (39 of 249) had a decrease in ejection fraction of more than 5%. The majority of functional improvements occurred on day 14 post-infarction. Of various clinical and echocardiographic measures obtained on day 1, peak creatine kinase was the strongest independent predictor of subsequent recovery of ventricular function in multivariate analysis. Each 100-unit increase in peak creatine kinase was associated with a 4.3% decreased likelihood of recovery (P<0.001) after Day 1 ejection fraction, degree of akinesia or dyskinesia, treatment regimen, Killip class, age and gender adjusted. ; The majority of patients experienced significant myocardial stunning with subsequent improvement in ventricular function after anterior Q-wave myocardial infarction. A lower peak creatine kinase level, an estimate of the extent of necrosis, is independently predictable for recovery of function. Early functional assessment (Day 1 after acute myocardial infarction) had a limited ability to predict recovery of ventricular function.",0,0
602,11256540,Additional beneficial effects of canrenoate in patients with anterior myocardial infarction treated with ACE inhibitors. A pilot study.,,"Di Pasquale, P; Cannizzaro, S; Giubilato, A; Vitrano, M G; Scandurra, A; Giambanco, F; Saccone, G; Sarullo, F M; Paterna, S","Recent evidence suggests that aldosterone exerts profibrotic effects via mineralocorticoid receptors present in cardiovascular tissues and that partial aldosterone leakage occurs during treatment with ACE inhibitors.; A double-blind, randomized study was conducted to evaluate the feasibility, tolerability and effects of administration of canrenoate 25 mg/day plus captopril compared to captopril alone in patients with anterior acute myocardial infarction (AMI) who are unfit or unfit to evaluate those receiving thrombolytic treatment and in patients in whom such treatment did or did not result in reperfusion. One hundred eighty-seven patients with anterior AMI were included in the present study. In all cases, serum creatinine concentrations and serum K concentrations were < 2.0 mg/dL and < 5.5 mmol/L, respectively. Patients were randomized into two groups: the canrenoate group included 94 patients who received captopril and canrenoate 25 mg IV (1 mg/hour for the first 72 hours and then orally 25 mg/day), while the placebo group (93 patients) received captopril and placebo. Echocardiography was performed in all patients on admission and on days 10, 90, and 180 to measure end-systolic volume (ESV), ejection fraction (EF), end-diastolic diameter, E/A ratio, E-deceleration time determine the isovolumetric relaxation time (IVRT) and the E and A peak velocities.; Non-reperfused patients showed no patency of the infarcted artery, while in reperfused patients this vessel was patent (7-10 days after AMI). The two groups were similar in age, sex, incidence of diabetes, smoking habit, hypertension, creatine kinase enzymatic peak, adjuvant therapy, baseline EF, ESV, and incidence of coronary artery bypass graft/coronary angioplasty. After 10 days of treatment (canrenoate group), only 9 patients had serum K and creatinine concentrations > 5.5 mmol/l and > 2.0 mg/dl, respectively. In patients receiving canrenoate, the mitral I/O ratio was higher compared to placebo (p=0.001), while ESV was significantly reduced (p<0.05). The lag time was longer in reperfused patients receiving canrenoate than that observed in reperfused patients in the placebo group. The group-internal EF was significantly increased (p = 0.042). Compared to the placebo group, IVRT was significantly higher in non-perfused patients receiving canrenoate than in the placebo group (p=0.001). Serum creatinine, blood urea and K levels, and the frequency and extent of vascular disease were similar in both groups. No side effects were observed during the study period.; Our data suggest that the combination of captopril plus canrenoate is appropriate for the initial treatment of patients with AMI. Also, it is more effective in improving E/O ratio, ESV, EF and IVRT compared to captopril alone.",0,0
603,11258142,Medical perceptions of a national formulary.,,"Glassman, P A; Good, C B; Kelley, M E; Bradley, M; Valentino, M; Ogden, J; Kizer, K W","To assess the perceptions of U.S. Department of Veterans Affairs (VA) physicians regarding the impact of a National Formulary (NF) on patient care, access to medication, physician workload, and resident education approximately 1 year after their rate introduction.; cross-sectional survey.; A questionnaire was sent to treating physicians working within the VA healthcare system. Participants included general internists (n=2824), neurologists (n=238), psychiatrists (n=997), general surgeons (n=429), and urologists (n=152). The response rate was 45%.; Most doctors (63%) thought they could prescribe needed medication; 65% agreed patients could get needed medicines without a prescription. A third disagreed that access to prescription medicines had increased; Twenty-nine percent said NF interfered with quality of care for their own patients, and 21% felt this was the case for patients from other VA facilities. Thirty-eight percent of physicians found the NF to be more restrictive than private sector formularies; 16% felt that NF interfered with the ability to train residents for managed care. 40 percent felt that the NF increased the workload. General practitioners were more likely to perceive that NF improved their ability to provide care, compared to neurologists (27% vs. 18%, P=0.046), psychiatrists (27% vs. 22%, P=0.027), and internal medicine specialists (27 % vs. 18%, P=0.001). Physicians with more clinical time were more likely to perceive that NF increased workload.; Although disagreements among physicians were noted, most responding VA physicians did not perceive that NF was affecting patient care, access to medicines, physician workload, or resident physician training.",0,0
604,11258145,Renal Effects of Angiotensin Converting Enzyme Inhibitors Leading to Cost Savings and Improved Patient Outcomes.,,"Swislocki, A L; Siegel, D","In some patients with kidney disease, the use of angiotensin converting enzyme (ACE) inhibitors is thought to improve kidney function, while in others their use causes deterioration. Many questions remain about the categories of patients who benefit from the use of ACE inhibitors.; To clarify the use of ACE inhibitors in patients with kidney disease.; A literature review was conducted focusing on various renal diseases, ACE inhibitors and cost-effectiveness criteria.; Almost 100 clinical studies were reviewed. Treatment with ACE inhibitors appears to have beneficial effects in type 1 and type 2 diabetes mellitus with nephropathy, AIDS nephropathy and other non-diabetic kidney diseases. The use of these agents in these diseases reduces kidney disease progression and the need for dialysis, leading to potential cost savings and improved quality of life. Data supporting target blood pressures indicate the need to aggressively reduce this risk factor. The use of ACE inhibitors is dangerous in bilateral renal artery stenosis, especially volume depletion, but may be useful in patients with unilateral stenosis. Treatment with ACE inhibitors is likely to be beneficial in African Americans, although the doses required may be higher than in whites and caution is advised in certain situations. The potential efficacy of angiotensin receptor blockers and other new drugs that affect the renin-angiotensin system will be evaluated.; The use of ACE inhibitors has benefits in renal disease states characterized by increased glomerular perfusion pressure, but their use in other renal disease states, particularly those characterized by decreased glomerular perfusion pressure, may be risky. The benefits of ACE inhibitor therapy in terms of cost savings and improved quality of life are so dramatic that their use should be strongly encouraged in specific clinical settings in managed care and other practice settings.",0,0
605,11259147,"Subject-specific differences in the epidemiology, clinical profile, management, and outcomes of patients hospitalized for heart failure; the OSCUR study. Oucome dello Scompenso Cardiaco in relazione all'Utilizzo delle Risore.",,"Bellotti, P; Badano, L P; Acquarone, N; Griffo, R; Lo Pinto, G; Maggioni, A P; Mattiauda, C; Menardo, G; Mombelloni, P","This study was designed to identify potential subject-specific differences in the epidemiology, clinical profile, management, and outcomes of patients hospitalized for congestive heart failure in cardiology or internal medicine departments.; From July 1 to December 31, 1998, we prospectively collected epidemiological and clinical data from patients with congestive heart failure consecutively admitted to 11 departments of cardiology and 12 departments of internal medicine in Liguria, a northern region of Italy. The total study population included 749 patients; 22% were treated by cardiologists and 78% by internists (p<0.0001). Patients managed by cardiologists were more likely to have echocardiography (92% vs. 37%), Holter monitoring (25% vs. 3%), and exercise stress testing (20% vs. 0.5%) than patients who who were cared for by internists (p = 0.001). At discharge, patients treated by cardiologists were more likely to be prescribed beta-blockers (41% to 4%) and ACE inhibitors (100% to 74%) than patients treated by internists (P<0.0001) , and the latter drugs are more commonly dosed by cardiologists than internists. In addition, patients seen by cardiologists were younger (70 +/- 9 to 79 +/- 1 years; P < 0.0001), more male (61% to 50%; P = 0.011), and had coronary artery disease (57 % to 45%; P<0.006) than those followed by internists. Conversely, patients who were followed by internists were more likely to have diabetes, chronic obstructive pulmonary disease, atrial fibrillation, and renal failure (P<0.03). In the overall study population, 53 patients (7%) died during the hospital stay. Patients treated by cardiologists had a mortality that was not significantly different from patients treated by internists (10% and 6%, respectively; P=0.067), although congestive heart failure was more severe in patients treated by cardiologists at admission .; Cardiologists follow published guidelines for congestive heart failure more closely than internists, but treat a smaller number of patients who are younger, have more severe congestive heart failure, and fewer comorbidities than internist-treated patients.",0,0
606,11259720,Effects of multi-site biventricular pacing in patients with heart failure and intraventricular conduction delay.,,"Cazeau, S; Leclercq, C; Lavergne, T; Walker, S; Varma, C; Linde, C; Garrigue, S; Kappenberger, L; Haywood, G A; Santini, M; Bailleul, C; Daubert, J C","One-third of chronic heart failure patients have electrocardiographic evidence of significant intraventricular conduction delay, which can exacerbate left ventricular systolic dysfunction through asynchronous ventricular contraction. Uncontrolled studies suggest that biventricular pacing improves hemodynamics and well-being at multiple sites by reducing ventricular asynchrony. We evaluated the clinical efficacy and safety of this new therapy; Sixty-seven patients with severe heart failure (New York Heart Association Class III) due to chronic left ventricular systolic dysfunction with normal sinus rhythm and QRS interval duration greater than 150 ms received transvenous atriobiventricular pacemakers (with leads in one atrium and each ventricle). This single-blind, randomized, controlled, crossover study compared patient responses over two periods: a 3-month period of inactive pacing (ventricular inhibited pacing with a base rate of 40 bpm) and a 3-month period of active (atriobiventricular) pacing. The primary endpoint was distance traveled in six minutes; secondary endpoints were questionnaire-based quality of life, peak oxygen consumption, heart failure-related hospitalizations, patient treatment preference (active vs. inactive pacing), and mortality rate.; Nine patients were withdrawn from the study prior to randomization and 10 failed to complete both study periods. Thus, 48 patients completed both phases of the study. Average distance traveled in six minutes was 22 percent greater with active pacing (399 +/- 100 m vs. 326 +/- 134 m, P<0.001), quality of life score improved 32 percent (P<0.001) . ), peak oxygen uptake increased by 8 percent (P<0.03), hospitalizations were reduced by two-thirds (P<0.05), and active stimulation was preferred by 85 percent of patients (P<0.001).; Although technically complex, atriobiventricular pacing significantly improves exercise capacity and quality of life in patients with chronic heart failure and intraventricular conduction delay.",0,0
607,11262534,Mismatch between left ventricular volumes and ejection fraction determined by two-dimensional echocardiography and contrast cineangiography in post-infarction patients.,,"Bernard, Y; Meneveau, N; Boucher, S; Magnin, D; Anguenot, T; Schiele, F; Vuillemenot, A; Bassand, J P","Evaluation of the correspondence between left ventricular (LV) volumes and ejection fraction (EF) determined by two-dimensional echocardiography (2-D echo) and by cineangiography in post-infarction patients.; LV end-diastolic and end-systolic volumes indexed (EDVI and ESVI) to body surface area and EF were determined in all patients using both methods.; Multicentric study conducted in five university hospitals.; 63 patients, 61 male, two female, mean age 55.5 +/- 10.4 years, recently suffered a myocardial infarction. Eighty-one measurement pairs were available.; The results of two-dimensional 2-D echo measurements using apical four-chamber (4C) and two-chamber (2C) views were compared to that of a 30-degree right anterior oblique cineangiography projection using either the apical disc or area method was -length 2-D echo method. In addition, the eyeball EF was estimated using 2-D echo and cineangiography and compared to conventional methods. The agreement between the results was evaluated by the method of Bland and Altman.; The agreement between 2D echo and cineangiography results was poor. Mean differences (MD) were -21.8 (EDVI, ml/m(2)), -9.5 (ESVI, ml/m(2)), and -0.9 (EF, %) for the 2nd -D-echo method of intervertebral discs versus cineangiography and -23.2, -9.3 and -5.7 for 2-D echo with area length versus cineangiography. For EF (%), MD was -3.6 for eyeball cineangiography versus cineangiography, -1.3 for eyeball 2D echo versus disc method, and +0.30 for eyeball 2D echo versus surface length 2D echo. Two-dimensional echo is likely to underestimate LV volumes compared to cineangiography, especially for the largest volumes. Even with EF, discrepancies are large, with 21% to 25% disagreement between conventional methods, but agreement is better between eyeball EF and conventional methods.; Even with modern echocardiographic equipment, the agreement between 2-D echo and cineangiography-derived LV volumes and EF remains moderate, and both methods must not be considered interchangeable in clinical practice.",0,0
608,11263853,Management of asymptomatic left ventricular dysfunction.,,"Haas, G J",Asymptomatic left ventricular dysfunction should be treated early in the chronic heart failure continuum. The author presents the clinical trial data on which current treatment with angiotensin converting enzyme inhibitors and beta-blockers is based. Screening issues are also discussed.,0,0
609,11265507,Pharmacological considerations in neonates with congenital heart disease.,,"Calligaro, I L; Burman, C A","Advances in knowledge of the developing cardiovascular system and compensatory physiological changes that occur in infants with congenital heart defects have led to new approaches in the management of heart failure and arrhythmias. Information on the pharmacological effects, pharmacokinetics, and pharmacodynamics of newer drugs used in the treatment of congenital heart disease has led to more appropriate use of these drugs to prolong survival and improve outcomes.",0,0
610,11267615,"Angiotensin converting enzyme inhibitors reduce hemoglobin concentrations, hematocrit, and serum erythropoietin levels in renal transplant recipients without post-transplant erythrocytosis.",,"Montanaro, D; Gropuzzo, M; Tulissi, P; Boscutti, G; Risaliti, A; Baccarani, U; Mioni, G",,0,0
611,11268233,"Adverse drug reactions, compliance, and starting doses of antihypertensive drugs recommended by the Joint National Committee versus the Physicians' Desk Reference.",,"Cohen, J S","Compliance issues are common causes of undertreatment for hypertension, with 16% to 50% of patients discontinuing treatment within a year. Dose-related adverse drug events (ADEs) often cause compliance problems, and many ADEs occur with the starting dose of antihypertensive drugs. Therefore, it is an established policy to initiate low-dose antihypertensive therapy to avoid ADEs, which reduce patient quality of life and compliance. However, what are the lowest effective doses of antihypertensive drugs?; Comparison of starting doses recommended in the Physicians' Desk Reference (PDR) to those recommended in the Sixth Report of the Joint National Committee on the Detection, Evaluation and Treatment of Hypertension (JNC VI).; Review of the latest JNC VI report (1997) and the 1999 and 2000 editions of the PDR and medical literature.; The JNC VI recommends significantly lower starting doses for 23 (58%) of 40 drugs compared to the PDR. In addition, for 37 (82%) of 45 drugs, the PDR guidelines do not recommend lower starting doses for elderly or frail patients than for younger adults.; Although the PDR is the drug reference most commonly used by physicians, it does not reflect the lowest starting doses recommended by the JNC VI for many of the most commonly prescribed antihypertensive drugs. Because avoidance of ADEs is essential to maintaining compliance with antihypertensive therapy, and because many antihypertensive ADEs are dose-dependent, physicians need to be aware of the lowest, most effective, and least prone to ADE doses. Patients and physicians would benefit if mechanisms were put in place to make this information readily available to all practicing physicians.",0,0
612,11273109,Exercise-induced ventricular arrhythmias in congestive heart failure and the role of ACE inhibitors.,,"Hasija, P K; Karloopia, S D; Shahi, B N; Chauhan, S S","Ventricular arrhythmias are thought to be related to left ventricular (LV) dysfunction. Although ACE inhibitors improve LV function, their beneficial role in exercise-induced ventricular arrhythmias has not been established. To investigate the effects of ACE inhibitors on exercise capacity compared to their role in exercise-induced ventricular arrhythmias, 25 patients with congestive heart failure (CHF) of various etiologies in NYHA classes II and III were subjected to a prospective randomized controlled trial. The control group consisting of 12 patients received conventional treatment (digitalis and diuretics) and the test group additionally received enalapril/captopril depending on tolerability. They were followed up for 3 months. Treadmill exercise testing and monitoring of clinical and biochemical parameters were performed in all cases at baseline and at the end of the study. Ventricular arrhythmias observed during exercise and for 10 minutes after exercise were analyzed using Lown's score for frequency and severity of ventricular arrhythmias. The mean exercise duration showed a significant improvement among ACE inhibitors compared to the control group (p<0.05), however, there was no significant change in the degrees of arrhythmia. Serum electrolytes and other biochemical parameters were within the normal range. It is concluded that the effect of ACE inhibitors on improving functional capacity in CHF is independent of its effect on exercise-induced ventricular arrhythmias.",0,0
613,11273142,To evaluate the efficacy and safety of losartan potassium in the treatment of mild to moderate hypertension compared to enalapril maleate.,,"Shobha, J C; Kumar, T R; Raju, B S; Kamath, S; Rao, M; Harwal, A; Babu, J; Bhaduri, J C","To study the effect of losartan potassium in the treatment of mild to moderate hypertension and to compare its efficacy and side effect profile with enalaparil maleate.; 145 patients with mild to moderate essential hypertension were included in this randomized, double-blind, controlled, parallel and multi-centre study. Seventy-two patients received losartan potassium 50 mg and seventy-three received enalapril maleate 5 mg; Losartan potassium reduced DBP to < 90 mmHg in 59% of patients at the end of 8 weeks compared to 45% in the enalapril maleate group. DBP was reduced by 10 or > 10 mmHg from baseline in 89% of patients receiving losartan, compared to 80% in the enalapril group. The percentage of adverse events observed in the losartan and enalapril groups were 12 and 22, respectively; Losartan potassium is an effective antihypertensive agent for mild to moderate hypertension. It also has fewer side effects compared to enalapril maleate.",0,0
614,11273316,Effect of enalapril therapy on ventilatory pulmonary function tests in hypertensive patients.,,"Sabir, M; Tinna, V K; Rastogi, A; Agarwal, R P","Fifty newly diagnosed non-smoking patients with mild to moderate hypertension (diastolic blood pressure 90 to 114 mmHg), who were randomly selected and had no respiratory or other systemic diseases that might impair lung function, underwent a thorough interview and clinical examination. 25 healthy volunteers of normal age and sex served as controls. All patients and controls underwent ventilatory pulmonary function tests (VPFT) performed with a computerized spirometer. Patients with hypertension received oral enalapril, doses were titrated and maintained at 2.5 to 10 mg once daily. Twenty percent of all hypertensive patients reported a mild to moderate dry cough, which was seen more frequently in women (27%). A significant decrease was observed in MEF 50% and MEF 25% vital capacity values (p 0.0204 and 0.0001, respectively) after 10 days of enalapril therapy. These two VPFT parameters showed a significantly greater decrease in patients who developed cough compared to patients who did not develop cough. The decrease in VPFT parameters was directly related to enalapril dosing.",0,0
615,11273348,An open clinical trial of benazepril - a new ACE inhibitor in mild to moderate hypertension.,,"Karnik, N D; Oza, Y K; Sane, S P; Kaushik, R; Bhatt, A D; Chawla, K P; Vaidya, A B; Yajnik, V H; Khokhani, R C","Benazepril hydrochloride, a novel non-sulfhydryl ACE inhibitor (ACEI), was studied at a titrated dose of 10 mg to 20 mg once daily for 6 weeks in 42 mildly to moderately hypertensive adult subjects with sitting diastolic blood pressure (SDBP) 95-114 mmHg. The pre-dose SDBP (mean +/- SE) of 102.5 +/- 0.8 mm Hg showed a significant reduction to 87.5 +/- 0.93 mm Hg at the end of treatment. Blood pressure was controlled (SDBP < or = 90 mm Hg) in 34 (81%) patients and a decrease of at least 10 mm Hg from pre-treatment SDBP was noted in 34 (81%) patients. The common side effect was cough in 8 (19%) patients. Clinically significant changes in laboratory values were not observed in any patient. The study showed that benazepril is an effective treatment for mild to moderate hypertension in a dose range of 10 to 20 mg per day.",0,0
616,11279324,Is tissue affinity of ACE inhibitors relevant to left ventricular remodeling after myocardial infarction? Estimates using cine magnetic resonance imaging.,,"Konermann, M; Sanner, B M; Altmann, C; Laschewski, F; Rawert, B; Trappe, H J","Angiotensin converting enzyme (ACE) inhibitors have shown value in the treatment of post-infarction remodeling. However, the question of whether substances with greater tissue affinity are associated with advantages for the acute and chronic course is still unclear.; The aim of the present study was to investigate the influence of ACE inhibitors with different tissue affinities on the remodeling of the left ventricular wall in patients after myocardial infarction.; Fifty-two patients (17 women aged 38 to 73 years) suffering their first acute myocardial infarction were randomized to receive a daily dose of either 25 to 75 mg captopril or 10 to 20 mg fosinopril beginning on day 7 after the infarction. 28 patients had anterior wall infarction and 24 patients had inferior wall infarction. The size of the infarction was determined using the creatine kinase integral method. 50 patients were examined 1 and 26 weeks after the infarction using cine magnetic resonance imaging. The following parameters were determined: infarct weight and diastolic diameter of the infarct zone, systolic wall tension, muscle mass, diastolic and systolic diameter, systolic wall thickening and motility of the non-infarcted myocardium; The infarct weight increased by 5.7% (p<0.05) with captopril and by 6.1% (p<0.05) with fosinopril. The diastolic diameter of the infarct zone decreased by 12% with captopril (p<0.001) and by 11% with fosinopril (p<0.001). Systolic wall thickness decreased by 12.1% (p<0.001) and muscle mass by 12.7% (p<0.001) with captopril and by 15.4% (p<0.001) and 9.6% (p<0.001) and 9.6% (p < 0.01) too. Diastolic diameter decreased by 2.3% (p<0.05) and systolic diameter by 17.8% (p<0.01) with captopril and by 2.8% (ns) and 17.5 with fosinopril, respectively % (p<0.001) to. Systolic wall thickening increased by 73.9% with captopril (p<0.001) and 129.4% with fosinopril (p<0.001). Motility decreased by 13.8% (p<0.05) with captopril and by 6.0% (ns) with fosinopril. For all parameters, the results for anterior wall infarction were significantly worse than for inferior wall infarction. All differences between captopril and fosinopril were not significant.; Captopril and fosinopril show no significant differences in their influence on the remodeling of the left ventricular wall after myocardial infarction. Based on the present results, the tissue affinity of an ACE inhibitor does not seem to have any significant relevance for post-infarction treatment.",0,0
617,11281082,Just the berries. management of heart failure.,,"Ruggles, L",,0,0
