record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
315,10726719,Fixed low dose combination therapy in hypertension - a dose response study of perindopril and indapamide.,,"Myers, M G; Asmar, R; Leenen, F H; Safar, M","To determine the optimal dose of perindopril/indapamide combination (Per/Ind) in the treatment of mild or moderate hypertension; This was a multicenter, outpatient/clinical adjusted, randomized, double-blind, placebo-controlled, seven-way parallel-group, dose-ranging study in Europe and Canada; A total of 438 patients aged 18 to 75 years with supine diastolic blood pressure between 95 and 114 mmHg were randomized to 8 weeks of double-blind treatment, placebo, Per 2/Ind 0.625, Per 4/Ind 1.25, 8/Ind 2.5, 0/ 1.25 mg per Ind, 1.25 per 2/Ind, or 1.25 mg per 8/Ind.; Clinically measured systolic and diastolic blood pressure approximately 24 hours after dosing; There was a linear dose-response relationship (P<0.001) for doubling Per 2/Ind 0.625 mg per 8/Ind 2.5 mg per 8/Ind with a progressive decrease in supine diastolic blood pressure (-9.3 to -15.0 mmHg). . Combining 1.25 mg Ind with increasing doses of Per (0, 2, 4, and 8 mg) also showed a linear dose-response relationship (P<0.001), with supine diastolic blood pressure lowered by -8.0 to -12.0 mmHg compared to lowering for the placebo group. -5.2 mmHg. Similar findings were recorded for supine systolic blood pressure, standing blood pressure, and ambulatory blood pressure. Hypokalemia was more common in the Per 8/Ind 2.5 mg group than in the other doses (0-4.6%) (9.7%); The combinations Per 2/Ind 0.625 mg and Per 4/Ind 1.25 mg were effective in lowering blood pressure without producing clinically significant side effects.",0,0
316,10726720,"Long-term efficacy of a new, fixed, very low-dose angiotensin converting enzyme inhibitor/diuretic combination as first-line therapy in elderly hypertensive patients.",,"Chalmers, J; Castaigne, A; Morgan, T; Chastang, C","To determine the long-term efficacy and safety of a fixed, very low-dose tablet combining half the standard dose of perindopril and one-quarter the standard dose of indapamide as first-line therapy in elderly patients; Double-blind, randomized, placebo-controlled study in an outpatient setting; After a 4-week, single-blind, placebo run-in period, patients [65 to 85 years of age, mild-to-moderate essential hypertension or isolated systolic hypertension (ISH)] were randomized to receive one tablet of perindopril 2 mg/indapamide. 0.625 mg daily (Per/ Ind) (n=193) or placebo (n=190) for 12 weeks. After this initial 12-week period, all patients (n=138) and placebo responders (n=61) who received Per/Ind were maintained on their previous regimens for 48 weeks. Patients in the placebo group whose blood pressure did not return to normal were switched to Per/Ind (n=60); The primary endpoint was the proportion of patients with blood pressure normalizing between weeks 0 and 60; After 1 year of treatment (for treatment), supine systolic and diastolic blood pressure decreased by Per/Ind by 23.0 +/- 15.3 mmHg and 13.3 +/- 94 mmHg (n=253: 12 in the randomized Per/Ind group and 60 in the placebo group). changed weekly). Mean reductions in systolic blood pressure were similar in essential hypertension and ISH (systolic blood pressure 23.2 versus 22.7 mmHg, respectively). Per/Ind treatment (n=253) blood pressure 96.2% [95% confidence interval (CI) 93.6-98.9%; Kaplan-Meier estimate of patients treated with Her/Ind]; Of these, 79.8% (95% CI 74.1-85.5%) maintained a normalized blood pressure over the 1-year follow-up. The incidence of adverse events was similarly low in the placebo and active treatment groups. Efficacy and safety outcomes for the 75+ subgroup were similar to those for younger older subjects; The fixed, very low dose combination of perindopril 2 mg/indapamide 0.625 mg provides sustained blood pressure control for 1 year and is well tolerated when used as first-line therapy in elderly hypertensive patients.",0,0
317,10730685,Evaluation and management of drug-induced thrombocytopenia in an acutely ill patient.,,"Wazny, L D; Ariano, R E","The large number of drugs to which acute patients are exposed puts them at significant risk of developing drug-induced thrombocytopenia. Such patients tend to have pre-existing hemostatic defects that put them at additional risk of complications as a result of drug-induced thrombocytopenia. The clinical challenge is to ensure rapid identification and removal of the culprit agent before thrombosis results in the case of clinically significant bleeding or heparin. Drug-induced thrombocytopenic disorders can be classified by three mechanisms: bone marrow suppression, immune-mediated destruction and platelet aggregation. Mechanism-specific clinical features, preliminary laboratory findings, and drug history can assist clinicians in rapidly isolating the causative drug.",0,0
318,10731402,The novel Q waves in the presented electrocardiogram independently predict increased cardiac mortality following the first ST-elevation myocardial infarction.,,"Andrews, J; French, J K; Manda, S O; White, H D","The prognostic significance of pathological Q waves occurring in the acute phase of myocardial infarction has not been established. We investigated whether new Q waves on electrocardiograms of patients with acute ST-segment elevation were independently associated with a worse outcome after the first myocardial infarction; The presence or absence of new Q waves on the current electrocardiogram was evaluated in 481 patients admitted within 4 hours of symptom onset and randomized to receive captopril or placebo within 2 hours of streptokinase therapy for myocardial infarction. Ventriculography was performed at 22+/-6 days and mortality status was obtained at a mean follow-up of 5.6 years. New Q waves, a lower ejection fraction (51+/-13% vs. 61%+/-12%, P<0.0001), a greater end-systolic volume index (37 ml vs. 28 ml, Cardiac mortality increased at P<0.001) and at 30 days (7% versus 2%, P=0.01) and at follow-up (17% versus 7%, P=0.002). In multivariate analysis, age (P<0.01), recent Q waves at admission (P<0.01), and history of angina (P=0.046) were independent predictors of cardiac mortality, whereas randomization and time from symptom onset to streptokinase for captopril were not management; New Q waves are independently associated with a worse outcome after the first myocardial infarction. The presence of new Q waves in the existing electrocardiogram allows very early identification of patients at increased risk of cardiac mortality.",0,0
319,10732883,Angiotensin-converting Enzyme Inhibition Post-Revascularization Study (APRES).,,"KjÃ¸ller-Hansen, L; Steffensen, R; Grande, P","This study was conducted to evaluate the effect of ramipril therapy on the incidence of cardiac events after invasive revascularization in patients with asymptomatic moderate left ventricular dysfunction. In patients with angina pectoris and left ventricular dysfunction, both invasive revascularization and treatment with angiotensin converting enzyme inhibitors reduce cardiac mortality and morbidity. The benefit of combining the two treatment strategies has never been prospectively evaluated. After invasive revascularization, 159 patients with preoperative chronic stable angina pectoris, a left ventricular ejection fraction of 0.30 to 0.50, and no clinical heart failure were randomly assigned to receive double-blind therapy with ramipril or placebo, followed by a median follow-up of 33 months. ; Ramipril reduced the incidence of the triple composite endpoint of cardiac death, acute myocardial infarction, or clinical heart failure (risk reduction 58%; 95% confidence interval 7% to 80%, p = 0.031). The incidence of the quadruple composite endpoint, such as cardiac death, acute myocardial infarction, clinical heart failure, or recurrent angina pectoris, was not changed with ramipril. These findings were consistent across subgroups with left ventricular ejection fraction below or above 0.40 and whether coronary artery bypass grafting or percutaneous transluminal coronary angioplasty was performed; In patients with angina pectoris and asymptomatic moderate left ventricular dysfunction, long-term treatment with ramipril after invasive revascularization significantly reduced the combined endpoint of cardiac death, acute myocardial infarction, or clinical heart failure, demonstrating the beneficial effects of angiotensin. converting enzyme inhibitor therapy may be extended to include treatment of this patient group.",0,0
320,10737282,Regional and racial differences in response to antihypertensive drug use in a randomized controlled trial of men with hypertension in the United States. Ministry of Veterans Affairs Antihypertensive Agents Cooperative Working Group.,,"Cushman, W C; Reda, D J; Perry, H M; Williams, D; Abdellatif, M; Materson, B J","Stroke incidence and death rates are higher in the southeastern region of the United States, referred to as the ""Stroke Belt."" We compared the response to antihypertensive drug use in patients from different US regions; The short-term and 1-year efficacy of the antihypertensive drugs hydrochlorothiazide, atenolol, diltiazem hydrochloride (sustained-release), captopril, prazosin hydrochloride, and clonidine were compared by U.S. region in a randomized controlled trial in 1,105 men with hypertension from 15 U.S. Veterans. Jobs medical centers.; Compared with patients outside the Stroke Belt, patients in the Stroke Belt had significantly lower treatment success at 1 year in diastolic blood pressure control with hydrochlorothiazide (63% vs 41%), atenolol (62% vs 46%), captopril (60%). got rates. 30% vs.) and clonidine (69% vs. 43%); There was no difference in treatment success rates with diltiazem (70% vs. 71%) or prazosin (54% vs. 53%). When controlling for race, patients in the Stroke Belt had significantly lower treatment success rates with hydrochlorothiazide (P = .003) and clonidine (P = .003), and the lower success rate with atenolol approached significance (P = .15). Regardless of region, blacks were less likely than whites to achieve treatment success with atenolol (P = .02) or prazosin (P = .03) and more likely with diltiazem (P = .05). Blacks living in the Stroke Zone when treated with captopril tended to have a lower treatment success rate than other race-zone groups (P = .07). Many regional and racial differences in diet, lifestyle, and other characteristics were observed. After adjusting for these features by regression analysis, the effect of staying in the Stroke Zone remained for captopril (P = .01) and clonidine (P = .01) and approached significance for hydrochlorothiazide (P = .10); Hypertension in patients residing in the Stroke Belt was less responsive to the use of various antihypertensive drugs and showed significant differences in a number of characteristics that may affect blood pressure control compared to patients residing outside the Stroke Belt.",0,0
321,10738847,"Drug-induced esophageal disorders: pathogenesis, incidence, prevention and management.",,"Jaspersen, D","Drug-induced injury to the esophagus is a common cause of esophageal complaints. 'Pill-induced' esophagitis is associated with the ingestion of certain drugs and accounts for many cases of erosive esophagitis. To date, more than 70 drugs have been reported to induce esophageal disorders. Antibacterials such as doxycycline, tetracycline and clindamycin are irritating agents in more than 50% of cases. Other commonly prescribed drugs that cause esophageal damage include aspirin (acetylsalicylic acid), potassium chloride, ferrous sulfate, quinidine, alprenolol, and various steroidal and nonsteroidal anti-inflammatory agents. However, many physicians and even more patients are not aware of this problem. Capsules or tablets are often delayed in their passage through the esophagus. Very caustic coatings, direct drug injury, and inadequate esophageal clearance of pills can lead to acute inflammation. Esophageal injury occurs when the caustic content of a drug remains in the esophagus enough to form mucosal lesions. Taking medications at bedtime or without fluids is a common cause of esophagitis. The possibility of drug-induced damage should be suspected in all cases of esophagitis, chest pain, and dysphagia. History and gastrointestinal endoscopy will confirm the diagnosis. Although acid reduction is often used as an adjunct, treatment is supportive. This review reflects the current state of knowledge in this field.",0,0
322,10739792,The effect of ACE inhibitors in diabetic and nondiabetic chronic kidney disease: a systematic review of randomized placebo-controlled trials.,,"Kshirsagar, A V; Joy, M S; Hogan, S L; Falk, R J; Colindres, R E","Clinical trials have demonstrated the beneficial effects of angiotensin converting enzyme (ACE) inhibitors in delaying the progression of diabetic kidney disease. There is less evidence from primary clinical studies of non-diabetic kidney disease. We performed an updated meta-analysis to determine the efficacy of ACE inhibitors in slowing the progression of kidney disease in a wide range of functional renal failure. We included published and unpublished randomized, placebo-controlled, parallel studies with at least 1-year follow-up available between January 1970 and June 1999. In nine studies of subjects with diabetic nephropathy and microalbuminuria, the relative risk for developing macroalbuminuria was 0.35 (95% confidence interval [CI], 0.24 to 0.53) for individuals treated with an ACE inhibitor compared to placebo. In seven studies of subjects with overt proteinuria and various-cause renal impairment (30% diabetes, 70% nondiabetes), the relative risk for doubling serum creatinine concentration or developing end-stage renal disease was 0.60 (95% CI, 0.49). Up to 0.73 compared to placebo for individuals treated with an ACE inhibitor. Treatment of individuals with chronic renal failure with ACE inhibitors delays disease progression compared to placebo in various disease causes and renal dysfunction.",1,0
323,10740141,Randomized trial of candesartan cilexetil in the treatment of patients with congestive heart failure and a history of intolerance to angiotensin converting enzyme inhibitors.,,"Granger, C B; Ertl, G; Kuch, J; Maggioni, A P; McMurray, J; Rouleau, J L; Stevenson, L W; Swedberg, K; Young, J; Yusuf, S; Califf, R M; Bart, B A; Held, P; Michelson, E L; Sellers, M A; Ohlin, G; Sparapani, R; Pfeffer, M A","Many patients with congestive heart failure do not enjoy the benefits of angiotensin converting enzyme (ACE) inhibitors because of intolerance. We sought to determine the tolerability of candesartan cilexetil, an angiotensin II receptor blocker, in patients considered intolerant to ACE inhibitors; Patients with CHF, left ventricular ejection fraction less than 35% and a history of discontinuing an ACE inhibitor due to intolerance underwent a 2:1 double-blind randomization to receive either candesartan (n=179) or a placebo (n=91). . The initial dose of candesartan was 4 mg/d; If the drug was tolerated, the dose was increased to 16 mg/day. History of ACE inhibitor intolerance was attributed to cough (67% of patients), hypotension (15%) or renal dysfunction (11%); Study drug was maintained for 12 weeks by 82.7% of patients receiving candesartan and 86.8% of patients receiving placebo. This higher 4.1% dropout rate with active treatment was not significant; The 95% confidence interval ranged from 4.8% greater withdrawal with placebo to 13% greater with candesartan. Titration to the target dose of 16 mg was possible in 69% of patients receiving candesartan and 84% of those receiving placebo. The frequencies of death and morbidity were not significantly different between the candesartan and placebo groups (3.4% and 3.3% death, worsening heart failure 8.4% and 13.2%, myocardial infarction 2.8% and 5.5%, all-cause hospitalization 12.8% and 18.7%, and death or hospitalization due to heart failure 11.7% and 14.3%); Candesartan was well tolerated by this population. The effect of candesartan on major clinical endpoints, including death, has not yet been established.",0,0
324,10742708,Comparison of intervention with losartan or captopril in acute myocardial infarction.,,"Spinar, J; Vitovec, J; Spinarova, L; Pluhacek, L; Fischerova, B; Toman, J","Angiotensin-converting enzyme (ACE) inhibitors prolong life, reduce the progression of heart failure, and reduce the need for hospitalization in patients after myocardial infarction. It is still unclear whether these effects can also be achieved by blocking the angiotensin II (ATII) type 1 receptor; We randomized 201 patients with acute myocardial infarction treated with direct angioplasty, thrombolysis, or heparin alone to either the ACE inhibitor captopril or the ATII antagonist losartan. Primary endpoints were safety, tolerability, and left ventricular parameters. The patients were followed for at least 15 days. The incidence of severe adverse events was similar in both groups, although cough was less common in the losartan group. Captopril failed to prevent an increase in end-diastolic volume and did not affect left ventricular end-systolic volume. This effect resulted in an increase in left ventricular ejection fraction (P<0.01) without a change in wall motion index. Losartan did not affect end-diastolic volume but decreased end-systolic volume (P<0.001), resulting in a significant increase in left ventricular ejection fraction (P<0.001) and a decrease in wall motion index (P<0.001); This study suggests that losartan is safe and well tolerated in patients after myocardial infarction. ATII antagonists appear to have a more pronounced effect on left ventricular remodeling than ACE inhibitors.",0,0
325,10746484,Insulin sensitivity in hypertensive Type 2 diabetic patients after 1 and 19 days of treatment with trandolapril.,,"New, J P; Bilous, R W; Walker, M","The aim of this study was to examine the effects of trandolapril, a long-acting angiotensin converting enzyme (ACE) inhibitor with high tissue uptake, on insulin sensitivity and lipid concentrations in hypertensive patients with Type 2 diabetes. Insulin sensitivity was assessed using an acute dose (day 3) and a variable D[3-3H] starting dose of D[3-3H]-labeled glucose with isoglycemic, hyperinsulinemic glucose clamp after 19 days of continuous therapy (days 3-21). . and a ""hot"" glucose infusion. Glucose appearance (Ra) and glucose disappearance (Rd) rates were determined isotopically during the basal and insulin-stimulated periods of the clamp. Twenty-four (5 female) hypertensive patients (blood pressure >75th percentile for age and sex) with type 2 diabetes mellitus were studied. Patients were randomized in a double-blind fashion to either trandolapril 4 mg daily (T) or placebo (P); Baseline (day 1) systolic (mean +/- SD; P 164+/-14 and T 168+/-13 mm Hg) and diastolic (P 93+/-6 and T 98+/-10 mm Hg) blood pressures comparable. Significant reductions were observed in both groups at days 3 and 21 (P<0.001). In the trandolapril-treated group, serum trandolapril concentrations were >200 pg/ml in all patients at a single visit at days 3 and 21, while trandolapril was undetectable in the placebo group. Body mass index (BMI) was higher at T compared with P (32.2+/-5.4 v. 28.3+/-4.6, P = 0.07). After adjusting for BMI, baseline hepatic glucose output (HGO) P 2.6 (95% CI 2.23-3.13) and T 1.91 (1.33-2.51) mg x kg(-1) x min(-1) and clamped HGO P 0.32 ( - 0.44-1.09) and T 0.87 (0.40-1.34) mg x kg(-1) x min(-1) were similar in both groups. The insulin sensitivity index was comparable in both groups on all days. Total cholesterol concentrations were similar in both groups throughout the study. Triglyceride concentrations were significantly lower in group P 1.38 (1.07-1.68); T 2.14 (1.70-2.58) mmol/l, P<0.01), no significant treatment effect was observed; An acute dose and 19 days of continuous treatment with trandolapril did not result in any changes in insulin sensitivity or plasma lipid profiles in patients with Type 2 diabetes mellitus and hypertension. These data support the metabolic neutrality of trandolapril in patients with Type 2 diabetes mellitus and hypertension.",0,0
326,10746814,The effects of carvedilol on left ventricular regional wall motion in patients with heart failure due to ischemic heart disease. Australia-New Zealand Heart Failure Research Collaborative Group.,,"Doughty, R N; Whalley, G A; Gamble, G; MacMahon, S; Sharpe, N","Beta-blocker therapy has been shown to improve left ventricular (LV) ejection fraction and reduce LV volumes in patients with heart failure caused by ischemic heart disease. However, the possible mechanisms of this improvement and the effects of such treatment on regional wall movement have not been determined yet. In a substudy of the carvedilol trial in patients with heart failure caused by ischemic heart disease in Australia-New Zealand, the effects of treatment on LV regional wall motion were evaluated using 2D echocardiography; 190 patients from 10 centers were included in this sub-study. Patients were randomly assigned to carvedilol or placebo treatment. Echocardiography was performed before randomization and after 6 and 12 months of treatment. LV regional wall motion was assessed using a semi-quantitative scoring system. The LV wall motion score index (WMSI) was reduced from 2.40 to 2.29 in the carvedilol group after 6 and 12 months and remained unchanged in the placebo group (2-tailed P = .005, carvedilol and placebo). The percentage of normally functioning myocardium also improved significantly with carvedilol treatment; Carvedilol improved LV regional WMSI in patients with heart failure caused by ischemic heart disease. These results demonstrate a mechanism by which beta-blocker therapy may benefit patients with heart failure and are consistent with an intrinsic improvement in LV function after treatment with carvedilol.",0,0
327,10746815,Felodipine improves left ventricular emptying in patients with chronic heart failure: V-HeFT III echocardiographic multicenter reproducibility substudy and detection of functional change.,,"Wong, M; Germanson, T; Taylor, W R; Cohen, I S; Perry, G; Baruch, L; Deedwania, P; Lopez, B; Cohn, J N","The echocardiographic substudy of the Vasodilator-Heart Failure Trial III (V-HeFT III) aimed to determine whether felodipine therapy had a beneficial effect on left ventricular (LV) structure and function in patients with heart failure receiving angiotensin-converting enzyme inhibitors. . Previous V-HeFT trials have shown that hydralazine-isosorbide dinitrate improves ejection fraction (EF) and survival, whereas enalapril provides greater survival with smaller increases in EF. Does the combination of a potent vasodilator and enalapril lead to greater improvement in function and survival? Doppler-echocardiographic data were collected from 260 men with heart failure randomized to felodipine or placebo. Mean within-subject differences were compared at baseline, 3 months, and 12 months. Inter-site and inter-reader reproducibility was measured from duplicate records and reads. At 3 months, there was no change from baseline in ultrasound variables in either group. At 12 months, felodipine patients achieved greater increases in EF, shortening of LV end-systolic length, and increases in stroke volume index. The repeatability coefficients of the variation were 7.4% (EF), 6.0% (end-diastolic length), and 13.0% (stroke volume index); The echocardiographic substudy showed that felodipine added to the treatment of heart failure increased EF, shortened the end-systolic length, and increased the stroke volume index. The changes were minor, confirming that reproducibility from multiple labs can be coordinated with a useful research tool.",0,0
328,10750252,"study of the efficacy and safety of irbesartan in combination with conventional therapy, including ACE inhibitors, in heart failure. Irbesartan Heart Failure Group.",,"Tonkon, M; Awan, N; Niazi, I; Hanley, P; Baruch, L; Wolf, R A; Block, A J","The benefit of adding irbesartan, an angiotensin receptor antagonist, to conventional therapy, including ACE inhibitors, was examined, as the treatment of heart failure with angiotensin-converting enzyme (ACE) inhibitors may not be optimal due to incomplete blockade and persistent levels of angiotensin II through alternative pathways. In this multicenter, randomized, double-blind, placebo-controlled study, 109 patients with heart failure (New York Heart Association functional class II and III) and left ventricular ejection fraction (LVEF) < or = 40% received stable doses of ACE inhibitors. and diuretics before and during the study. Irbesartan was titrated as tolerated to 150 mg once daily in all patients. Exercise tolerance time (ETT), LVEF, and clinical status were assessed at baseline and after 12 weeks. Compared to placebo, irbesartan in combination with conventional therapy, including ACE inhibitors, produced favorable trends in ETT and LVEF and was well tolerated in patients with mild to moderate heart failure.",0,0
329,10752019,Diagnosis and treatment of non-steroidal anti-inflammatory drug-induced upper gastrointestinal toxicity.,,"Cappell, M S; Schein, J R","Non-steroidal anti-inflammatory drugs (NSAIDs) are commonly prescribed in the United States to treat pain and reduce inflammation from chronic inflammatory disorders such as rheumatoid arthritis and osteoarthritis. About 40% of older Americans use NSAIDs. Chronic NSAID use carries the risk of peptic ulcers and other gastrointestinal conditions. This article reviews the diagnosis of drug-induced ulcers based on clinical presentation, laboratory tests, and endoscopic findings to assist the clinician in early diagnosis and appropriate treatment. Risk factors for NSAID-induced ulcers include old age, poor medical condition, previous ulcer, alcoholism, smoking, high NSAID dosage, long-term use of NSAIDs, and concomitant use of other gastric irritants such as alendronate, a prescribed bone resorption inhibitor. . for osteoporosis. Appropriate treatment options for patients with drug-induced ulcers include dose reduction, drug substitution, drug discontinuation, anti-ulcer therapy, and discontinuation of other gastrotoxic drugs.",0,0
330,10757440,"Effect of medical treatment on progressive nephropathy: effect of pregnancy, diabetes and hypertension.",,"Leguizamon, G; Reece, E A","Nephropathy is a complication of diabetes mellitus that can affect women of reproductive age. This article reviews the effects of treatment on the main factors associated with short- and long-term complications in pregnant women with diabetic nephropathy. Tight glycemic control, adequate treatment of high blood pressure, and kidney function in early pregnancy are the most important determinants of maternal and perinatal outcomes. Contemporary perinatal care methods and adequate blood pressure management allow fetal survival rates of 95%. Also, for most women with kidney failure, pregnancy by itself does not seem to worsen the natural progression to end-stage kidney disease. However, patients with moderate to severe renal impairment may experience an acceleration of kidney disease.",0,0
331,10768275,Long-term safety of early ACE inhibitor therapy in patients with acute myocardial infarction: results of 3-year follow-up on 696 Swiss patients randomized to the ISIS-4 study. ISIS-Switzerland Working Group.,,"Genoni, M; Malacrida, R; Sessa, F; Siegrist, P; Maggioni, A P; Moccetti, T","Several large-scale clinical studies have shown that early ACE inhibitor therapy reduces 30-day mortality in patients with acute myocardial infarction. Although evidence of short-term benefit and risk appears consistent across trials, scarce data are available on the long-term effects of short-term treatments. This study demonstrates that the observed early reduction in mortality in patients treated with captopril lasts for up to 3 years. This shows that the benefit obtained in the acute period is not lost even after a long period of time.",1,0
332,10772593,"Diuretics, ACE inhibitors and NSAIDs - triple pulse.",,"Thomas, M C",,0,0
333,10773514,Postoperative fatal intestinal necrosis after treatment with enalapril in a patient with rheumatoid arthritis.,,"Schweizer, A; Hohn, L; Morel, D R; Spiliopoulos, A; Licker, M",Inappropriate use of antihypertensive drugs may result in hypotensive responses associated with organ failure. We describe a patient who developed non-occlusive splanchnic ischemia leading to death following administration of enalapril to treat postoperative hypertension. The mechanisms and consequences of refractory hypotension induced by angiotensin converting enzyme inhibitors are discussed.,0,0
334,10773617,Acute tubular necrosis due to captopril.,,"Al Shohaib, S; Raweily, E","Angiotensin converting enzyme (ACE) inhibitors are the standard treatment for congestive heart failure. ACE inhibitors are used worldwide and are generally safe and have relatively few side effects. Hypotension may develop with the first dose of captopril, followed by symptomatic renal hypoperfusion with acute renal failure (ARF). A 65-year-old patient with congestive heart failure who developed acute renal failure after the first dose of captopril is described. It required 8 weeks of hemodialysis to recover renal function and urine output. Kidney biopsy confirmed the presence of acute tubular necrosis. The reversibility of captopril-induced ARF was confirmed and the patient recovered uneventfully. An immunoallergic mechanism is not thought to be responsible for this adverse effect. Caution is advised in the administration of ACE inhibitors to elderly patients with congestive heart failure, particularly if they are taking diuretics. Routine biochemical monitoring is recommended before and during captopril therapy.",0,0
335,10778687,Antihypertensive efficacy and tolerability of once-daily sustained-release diltiazem alone and in combination with ramipril in hypertension.,,"Tuteja, R; Swarup, D; Saxena, G N; Bhandari, S; Sharma, P","This study evaluated once-daily (OD), sustained-release (SR) diltiazem alone and in combination with ramipril in essential hypertension. Fifty patients with supine diastolic blood pressure (DBP) > or = 95-< or = 114 mm Hg were enrolled in the active treatment phase of the study after 2 weeks of placebo training. Sustained-release diltiazem 180 mg OD was administered for 2 weeks, then optimally titrated at 2-week intervals to SR diltiazem 240 mg OD followed by SR diltiazem 180 mg + ramipril 2.5 mg OD to achieve supine DBP < or = 90 mm Hg. After 4 weeks of diltiazem monotherapy (SR diltiazem 180 mg or 240 mg OD), the mean supine DBP was reduced from 102.84 +/- 3.81 mm Hg to 90.15 +/- 5.02 mm Hg (P < 0.01), and the mean supine heart rate was 85 .15 +/- 11.02 bpm to 77.62 +/- 11.45 bpm (p < 0.01). Diltiazem monotherapy reduced supine DBP to < or = 90 mm Hg in 35/45 (77.77%) patients. Combination therapy (SR diltiazem 180 mg + ramipril 2.5 mg OD) for those who did not respond to diltiazem monotherapy reduced supine DBP to < or = 90 mm Hg in 3/10 (30%) patients. Sinus bradycardia was observed in one patient. Sustained-release diltiazem alone and in combination with ramipril lowers blood pressure in a dose-dependent manner and is well tolerated.",0,0
336,10780101,"HOPE study. Ramipril reduced cardiovascular risk, but not vitamin E.",,"Hoogwerf, B J; Young, J B","The Heart Outcomes Prevention Assessment (HOPE) study found that the ACE inhibitor ramipril can reduce the risk of atherosclerotic disease events and death in patients without heart failure but with known atherosclerosis or diabetes plus at least one cardiovascular risk factor. This benefit was independent of ramipril's effect on blood pressure. Additional benefits were a reduced risk of diabetic nephropathy in diabetic patients and a lower likelihood of newly diagnosed diabetes. On the other hand, vitamin E at the doses and durations studied (400 IU/day for 4.5 years) did not significantly reduce the risk.",0,0
337,10784227,Angiotensin converting enzyme inhibition by quinapril blocks the albuminuric effect of atrial natriuretic peptide in Type 1 diabetes and microalbuminuria.,,"McKenna, K; Smith, D; Barrett, P; Glenn, A; Kesson, C M; Connell, J; Thompson, C J","This study examined the effect of angiotensin converting enzyme inhibition on the albuminuric effect of atrial natriuretic peptide (ANP) at doses that had no effect on systemic blood pressure; Seven Type 1 diabetes patients with established microalbuminuria participated in a two-legged, single-blind, placebo-controlled study. Subjects received quinapril 10 mg daily or placebo 7 days prior to the study. On the study day, subjects were euglycemic clamped and then fluid loaded (20 ml/kg oral tap water plus urine losses). In steady state diuresis, a 1-hour intravenous infusion of 0.05 mg.kg(-1) x min(-1) of ANP was administered. Urine was collected at 15-minute intervals for estimation of the albumin-to-creatinine ratio (ACR). Results were analyzed by ANOVA; Baseline mean arterial pressure was similar after pretreatment with quinapril and placebo (98.7 +/- 3.8 vs. 100 +/- 4.5 mmHg, mean +/- SD, P > 0.5) and did not change with ANP infusion on both study days. Baseline ACR was similar to quinapril and placebo (P = 0.13). ANP infusion caused an increase in urinary ACR with placebo (58.4 +/- 40.2 to 393.6 +/- 262.9 mg/mmol, P = 0.006), but quinapril (29.3 +/- 10.7 to 81.5 +/) - 43 mg/mmol) but not P = 0.15). Urinary ACR response to ANP infusion was higher with placebo than with quinapril (P = 0.02).; Quinapril blocks the albuminuric effect of intravenous ANP infusion in patients with Type 1 diabetes mellitus and established microalbuminuria. This effect is independent of changes in mean arterial pressure and creatinine clearance.",0,0
338,10784546,Drug therapy in heart failure.,,"Lonn, E; McKelvie, R",,0,0
339,10785875,Rilmenidine in hypertensive type-2 diabetic patients: a controlled pilot study versus captopril.,,"Bauduceau, B; Mayaudon, H; Dupuy, O","Rilmenidine is an innovative antihypertensive agent that specifically binds to I1 imidazoline receptors. Rilmenidine has proven antihypertensive efficacy in the treatment of type 2 diabetes and is associated with very good clinical and laboratory tolerance; This includes mild to moderate hypertension [90 mmHg < diastolic blood pressure (DBP) < 110 mmHg], type-2 diabetes and microalbuminuria (30 mg/24 hours < urinary albumin excretion < or = 300 mg/24 hours); Between 0 months and 6 months, mean supine blood pressure was increased by rilmenidine (systolic blood pressure from 159 to 141 mmHg and diastolic blood pressure from 98 to 84 mmHg) and captopril (systolic blood pressure from 157 to 144 mmHg). ye) was similarly dropped. and diastolic blood pressure of 101 to 82 mmHg). The median value for microalbuminuria ranged from 160 (90-260) mg to 56 (27-87) mg over 24 hours with rilmenidine and 144 (51-200) mg to 54 (41-123) mg over 24 hours with captopril. has been dropped. The creatinine clearance rate did not change significantly with either treatment during the study (ranging from 95.2 to 95.6 ml/min with rilmenidine and 86.2 to 90.4 ml/min with captopril). There was no statistical difference in changes in glycosylated hemoglobin levels for the rilmenidine and captopril-treated groups. Clinical and laboratory acceptability was good and those for the two groups were comparable; Rilmenidine exerts similar antihypertensive effects as captopril on hypertensive with type 2 diabetes. The reductions in microalbuminuria that occur with the two treatments are not different. It suggests that rilmenidine administration reduces microalbuminuria and may show nephroprotective effects.",0,0
