record_id,title,abstract,keywords,authors,year,date,doi,label_included,label_abstract_screening,duplicate_record_id
115,Penicillamine challenge test in the diagnosis of Wilson's disease,"Wilson's disease (WD) is one of the most common metabolic liver diseases in children. Early diagnosis of the disease is essential as specific treatment can be offered that prevents further hepatocellular damage and neurological complications. There is no single diagnostic test that can rule out or confirm the disease with certainty. Penicillamine challenge has proven to be a useful diagnostic test to detect WD. The main purpose of this study was to observe the reliability of the penicillamine challenge test in diagnosing WD. The cross-sectional study was conducted with a case-control design at the Department of Pediatric Gastroenterology and Nutrition, BSMMU, Dhaka. The study was conducted on 60 CLD patients. Along with other physical findings and laboratory tests, the 24-hour urinary copper excretions before and after penicillamine challenge were estimated. The study results were statistically evaluated. Thirty CLD patients who met the inclusion and exclusion criteria of WD were considered cases (Group I), and the remaining 30 CLD patients were considered non-Wilsonian CLD and designated controls (Group II). In the control group, 12 CLD patients were HBsAg positive, 1 had hepatitis C virus infection, 1 had autoimmune hepatitis, and the remaining 16 CLD patients were cryptogenic. The (mean +/- SD) age of WM patients was 9.90 +/- 28 years; The male-female ratio was 1.5:1. The most common presentation was ascites (70%). KF ring was found in 86.7% of cases. Serum ceruloplasmin levels were significantly lower in WM patients (mean +/- SD, 0.1197 +/- 23 g/L, p<0.001). Baseline urinary copper excretion in WM patients differed significantly from controls (median 219.0 µg/24 hours, range 35-2018 µg/24 hours versus median 44 µg/24 hours, range 20-238 µg/24 hours , p<0.001). Baseline urinary copper excretion greater than 100 mg/24 hours was observed in 80% of WM patients compared to 10% in controls. Urinary copper excretion after penicillamine was significantly higher in WM patients than in controls (median 2635 mg/24 h, range 648-6222 mg/24 h, versus median 423 mg/24 h, range 91-1250 mg/24 h, p<0.001). Post-penicillamine urinary copper above 1600 mg/24 hours was observed in 70% of WM patients, while none reached the level in the control group. The 24-hour urinary copper determination after penicillamine challenge has been shown to be a valuable test in the diagnosis of WM.",,"Mazumder, M. W.;Karim, M. B.;Rukunuzzaman, M.",2014,Jul,,0,0,
116,Metalloproteomics: Focus on metabolic issues related to metals,"PURPOSE OF REVIEW: Metalloproteomics offers a research strategy to study metal-related nutritional and metabolic issues through the determination of metalloproteomes using high-throughput methodology. In this review article, we examine recent developments in metalloproteomics since its inception about 12 years ago, when we used metalloproteomics to study copper disposition in hepatocytes associated with Wilson's disease. RECENT FINDINGS: A metalloproteome is the group of proteins that have metal-binding capacity by being metalloproteins or by having metal-binding sites. Like all proteomes, a metalloproteome is governed by a well-defined framework. It can be determined for a single metal or multiple metals in this system. Aside from major technological advances in analytical techniques, recent work has examined metalloproteomes for metals other than copper, particularly nickel, zinc, and manganese. Given the importance of microbiomes for metabolism, microbial metalloproteomics is a fast-growing and promising new field. ABSTRACT: Metals play a key role in metabolic processes. Enough technological advances have taken place in the last decade to make metalloproteomics an exciting and innovative type of nutritional and metabolic research. It explains how metals contribute to metabolic physiology in all strains, including microbes. For humans, it can elucidate mechanisms and identify meaningful diagnostic or prognostic biomarkers.",,"Roberts, E. A.;Sarkar, B.",2014,Sep,https://dx.doi.org/10.1097/MCO.0000000000000085,0,0,
117,Symptomatic copper deficiency in three patients with Wilson's disease treated with zinc sulfate,"Wilson's disease (WD) is caused by excess copper, leading to accumulation of copper mainly in the liver and brain and requiring lifelong decopper therapy. However, overtreatment with anticopper drugs can lead to copper deficiency, which can cause neurological and haematological symptoms. Copper is an important cofactor for many enzymes. This report describes three WM patients diagnosed with copper deficiency while being treated with zinc sulfate (ZS). After 5-16 years of therapy, all patients developed leukopenia. Spinal cord injury was found in two of the patients. One of them also showed myopathy. In summary, copper deficiency can occur at different time points after the start of treatment, thus requiring regular copper metabolism and hematological monitoring. Copyright © 2014 Polish Society of Neurology. Published by Elsevier Urban & Partner Sp. z oo All rights reserved.",,"Dziezyc, K.;Litwin, T.;Sobanska, A.;Czlonkowska, A.",2014,,https://dx.doi.org/10.1016/j.pjnns.2014.05.002,0,0,
118,Epidermolysis bullosa acquisita-like rash with anti-collagen VII autoantibodies induced by D-penicillamine in Wilson's disease,,,"Ingen-Housz-Oro, S.;Grootenboer-Mignot, S.;Ortonne, N.;Nahon, S.;Horvath, J.;Bernardeschi, C.;Laffitte, E.;Andre, C.;Chollet-Martin, S.;Wolkenstein, P.;Chosidow, O.",2014,Dec,https://dx.doi.org/10.1111/bjd.13153,0,0,
119,Bone mineralization in children with Wilson's disease,"BACKGROUND: The aim of this study was to determine bone mineralization in children with Wilson's disease (WD). METHODS: Twenty-seven patients (16 males) and two age- and sex-matched healthy children for each patient were enrolled in the study. Bone mineral content (BMC, grams) and density (BMD, g/cm(2)) at lumbar vertebrae 1-4 were measured by dual-energy X-ray absorptiometry. Calcium excretion in the urine was calculated for 19 patients. The effect of cirrhosis and hypercalciuria on BMC and BMD has also been studied in WM patients. RESULTS: There was no statistically significant difference between patients and healthy controls in mean BMC (33.0 +/- 13.9 vs. 35.8 +/- 13.8 g) (p=0.940) and mean BMD Scores (0.66 +/- 0.16 vs. 0.71+). /-0.18 g/cm(2)) (p=0.269). Nine (47.4%) patients had hypercalciuria. Patients with hypercalciuria had statistically significantly lower BMC and BMD values than patients without hypercalciuria. A significant difference remained after adjusting for age, weight, height, and pubertal stage, but disappeared after adjusting for weight, height, length of follow-up, and pubertal stage. The presence of cirrhosis did not significantly affect BMC and BMD in WM patients. CONCLUSIONS: BMC and BMD in children with WD were normal. The presence of hypercalciuria, but not cirrhosis, can adversely affect BMC and BMD in patients.",,"Cetinkaya, A.;Ozen, H.;Yuce, A.;Saltik-Temizel, I. N.;Demir, H.;Gurakan, F.",2014,Sep,https://dx.doi.org/10.1007/s12664-014-0468-9,0,0,
120,[Wilson's disease],,,Anonymous,2014,Apr,,0,0,
121,Liver transplantation in Wilson's disease,"Although Wilson disease (WD) can be treated with copper chelation (to remove copper) or zinc salts (to prevent absorption) to relieve or prevent symptom development in most patients, there are WD patients for whom medical therapy is inadequate and survival would be unlikely without a liver transplant. Liver transplantation is indicated in approximately 5% of WM patients with acute liver failure as the onset of the disease, most commonly in the second decade of life, or in patients with end-stage liver disease and severe hepatic impairment, most commonly in the third and fourth decades. Liver transplantation restores normal biliary copper excretion (thereby preventing disease recurrence) and promotes the removal of copper from extrahepatic sites. Liver transplant results at WD are excellent, both in cadaveric and living donors. Copyright © 2014 New York Academy of Sciences.",,"Schilsky, M. L.",2014,May,https://dx.doi.org/10.1111/nyas.12454,0,0,
122,Wilson's disease,"Wilson disease (WD) is a copper transport disorder that results from the defective function of a copper-transporting P-type ATPase, ATP7B. WD incidence is approximately 1/50-10,000 live births worldwide. Clinical manifestations of WM can be of any type, but usually the symptoms of presentation are hepatic or neuropsychiatric, with a wide range of disorders for both groups of symptoms. However, children may be absent clinical symptoms, making diagnosis of the disease more difficult than in adults. Liver manifestations can range from asymptomatic minor biochemical abnormalities to acute but usually chronic hepatitis, cirrhosis, or severe fulminant liver failure. The spectrum of neurological manifestations is wide, including tremor, hypersalivation, dysarthria, incoordination, dystonia, ataxia. The spectrum of psychiatric manifestations is wide and can include various disorders such as altered work performance, anxiety, depression and antisocial behavior. Kayser-Fleischer rings (KF) are present in 95% of patients with neurological symptoms and just over half of patients without neurological symptoms. KF rings are usually absent in children with liver disease. To obtain a more reliable diagnosis of WM, the Leipzig scoring system was proposed by an international consensus of experts. Copper overload in Wilson's disease is treated with chelating agents such as penicillamine, trientine, and tetrathiomolybdate. Zinc is mainly used for maintenance therapy or to treat asymptomatic WM patients.",,"Loudianos, G.;Lepori, M. B.;Mameli, E.;Dessi, V.;Zappu, A.",2014,,,0,0,
123,Tripodal D-penicillamine derivatives as efficient copper(I) chelators,"New tripodal metal chelating agents derived from nitrilotriacetic acid (NTA) and enhanced with the three unnatural amino acids D-penicillamine (D-Pen) are presented. In fact, D-Pen is the drug most commonly used to treat copper (Cu) overload in Wilson's disease and as such is a very attractive building block for chelating agent development. D-Pen is also a bulkier analog of cysteine with the beta methylene hydrogens replaced with larger methyl groups. The hindrance of the gem-dimethyl group in the vicinity of the thiol functions was shown to affect the speciation and stability of the metal complexes. Ligands L(4) (ester) and L(5) (amide) were obtained from NTA and commercial D-pen synthons in four and five steps with overall yields of 14 and 24 %, respectively. Their ability to bind Cu(I) thanks to their three thiolate functions has been studied using both spectroscopic and analytical methods. UV, CD, and NMR spectroscopy and mass spectrometry reveal the formation of two Cu(I) complexes with L(5): the mononuclear complex CuL(5) and a cluster (Cu2L(5))2. In contrast, the bulkier ethyl ester derivative L(4) cannot take up the mononuclear complex in solution and therefore exclusively forms the cluster (Cu2L(4))2. Cu K-edge X-ray absorption spectroscopy (XAS and EXAFS) confirms that Cu(I) is present in all of these complexes in all-sulfur trigonal-planar environments with Cu---S distances ranging from 2.22 to 2.23 Å is bound C3-symmetric CuS3 cores are coordination modes commonly adopted in Cu(I) proteins such as metallothioneins. These two ligands bind Cu(I) tightly and selectively, making them promising chelators for intracellular copper detoxification in vivo.",,"Jullien, A. S.;Gateau, C.;Lebrun, C.;Kieffer, I.;Testemale, D.;Delangle, P.",2014,2019-05-01 00:00:00,https://dx.doi.org/10.1021/ic5004319,0,0,
124,Clinical considerations for effective drug therapy in Wilson's disease,"Wilson disease is an autosomal recessive copper overload disorder that results in hepatic and/or neurological symptoms. More than a century after Wilson's disease was first described, available medical treatments are not standardized. The efficacy of commonly used drugs is satisfactory in liver disease but disappointing in neurological patients, including the risk of neurological deterioration after initiation of chelation therapy. One approach to overcoming this problem is the careful and systematic assessment of biochemical response patterns and quantitative monitoring of symptoms using validated rating scales. Standardized dosing strategies that address changes in copper pools could improve adherence and reduce side effects. Such an approach can reduce long-term morbidity. In this paper, we discuss considerations for effective medical treatment and requirements for future studies in Wilson's disease. Copyright © 2014 New York Academy of Sciences.",,"Weiss, K. H.;Stremmel, W.",2014,May,https://dx.doi.org/10.1111/nyas.12437,0,0,
125,AP1S1 defect causing MEDNIK syndrome: a new adaptinopathy associated with defective copper metabolism,"The MEDNIK syndrome (mental retardation, enteropathy, deafness, neuropathy, ichthyosis and keratoderma) has recently been described as a new disorder of copper metabolism. This multisystem disease combines clinical and biochemical features of both Menkes and Wilson diseases in which hepatic copper overload is treatable with zinc acetate therapy. MEDNIK syndrome is caused by a mutation in the AP1S1 gene, which encodes the Sigma1A subunit of adapter protein complex 1 and controls intracellular transport of the copper pumps ATP7A and ATP7B. Adapter protein complexes regulate assembly of clathrin-coated vesicles, sorting of protein cargo, and vesicle transport between organelles in eukaryotic cells. A growing number of diseases have been associated with mutations in genes encoding subunits of adapter protein complexes, and we propose the term adaptinopathies for them as a new organic category of intracellular trafficking disorders that offer the possibility of involvement in the interaction analyze the mechanisms involved between the Golgi apparatus and the other organelles. Copyright © 2014 New York Academy of Sciences.",,"Martinelli, D.;Dionisi-Vici, C.",2014,May,https://dx.doi.org/10.1111/nyas.12426,0,0,
126,Wilson's disease: what is still unclear in pediatric patients?,"Because Wilson disease (WD) may not present with overt clinical signs of liver damage and neurologic presentation is rare in children, making a diagnosis is often difficult, particularly in childhood. Elevated transaminases may be the only abnormality found early in WM. In clinical practice, a high suspicion is critical for early diagnosis and timely treatment to ensure better outcomes. Conventional diagnostic criteria established for adults are generally agreed for children, but may not always be appropriate at a very young age. At present, the best therapeutic approach for each specific presentation of the disease remains controversial, and there is no clear evidence on how to treat pediatric WM patients with mild liver disease. Copyright © 2014 Elsevier Masson SAS. All rights reserved.",,"Ranucci, G.;Socha, P.;Iorio, R.",2014,Jun,https://dx.doi.org/10.1016/j.clinre.2014.03.002,0,0,
127,Elastosis perforans serpiginosa: a case of penicillamine-induced degenerative dermatosis,,,"Hellriegel, S.;Bertsch, H. P.;Emmert, S.;Schon, M. P.;Haenssle, H. A.",2014,Jul,https://dx.doi.org/10.1001/jamadermatol.2013.8635,0,0,
128,Population screening for Wilson's disease,"Wilson disease is an autosomal recessive copper transport disorder caused by mutations in the ATP7B gene, which encodes an ATPase. Early detection of Wilson's disease is critical as effective medical treatments such as chelating agents and zinc salts are available that can prevent lifelong neurological disability and/or cirrhosis. Unfortunately, most patients are brought to our attention after they have developed serious complications such as brain damage or cirrhosis, even though effective treatments are available. Diagnosis is usually made by measuring copper in liver tissue, followed by confirmation by genetic testing of the ATP7B gene. There are currently no effective biomarkers or methods suitable for screening newborns for Wilson disease. Ceruloplasmin has been tested for pediatric and neonatal screening with limited results. Recently, liquid chromatography-multiple reaction monitoring-mass spectrometry (LC-MRM-MS) has emerged as a robust technology that can enable multiplex quantification of characteristic low-abundance proteotypic peptides. Application of this technology can help facilitate research into Wilson's disease for protein expression, biomarker studies, diagnosis and hopefully screening. Copyright © 2014 New York Academy of Sciences.",,"Hahn, S. H.",2014,May,https://dx.doi.org/10.1111/nyas.12423,0,0,
129,The Trentino crisis in Canada: a call for advocacy,,,"Chandok, N.;Roberts, E. A.",2014,Apr,,0,0,
130,Zinc monotherapy is effective in Wilson's disease patients with mild liver disease diagnosed in childhood: a retrospective study,"BACKGROUND: Wilson disease (WD) develops rapidly and is fatal if left untreated. The treatment of WM patients with mild liver disease is not well defined. To address this issue, we evaluated the long-term outcomes of three treatment regimens (D-penicillamine, zinc, or both) in patients diagnosed in childhood. METHODS: We retrospectively assessed efficacy, compliance, and reasons for treatment discontinuation in 42 WM patients (mean age at diagnosis: 6 years; mean follow-up: 12 years) with mild liver disease. Duration of treatment for each treatment block until a medication change or completion of follow-up was analyzed. Treatment change events were assessed using Kaplan-Meier analysis. RESULTS: Overall discontinuations due to treatment failure or adverse events were more common in patients receiving D-penicillamine (45%) or combination therapy (36%) than in patients receiving zinc (12%) (p=0.001 and p=0 .02 , respectively). Treatment failure was more common with D-penicillamine (28%) and combination therapy (36%) than with zinc (12%); the difference was statistically significant only between zinc and combination therapy (p=0.03). First-line zinc monotherapy controlled WM-related liver disease in 13/15 patients (87%); the two subjects that failed on zinc were poorly adherent. Zinc was effective in 3/5 (60%) patients who failed D-penicillamine and combination therapies. All 15 D-penicillamine responders who were switched to zinc had good liver disease control with a median follow-up of 13.1 years. Of 6 D-penicillamine non-responders who were switched to zinc, 4 (67%) responded. At the conclusion of follow-up, only 5 of 42 (12%) patients failed. Discontinuation induced by adverse events was significantly more common in patients receiving D-penicillamine than in patients receiving zinc (p=0.03). CONCLUSIONS: Zinc monotherapy is effective in controlling WM-related liver disease, both as first-line and maintenance therapy in patients with mild liver disease diagnosed in childhood.",,"Ranucci, G.;Di Dato, F.;Spagnuolo, M. I.;Vajro, P.;Iorio, R.",2014,2025-03-01 00:00:00,https://dx.doi.org/10.1186/1750-1172-9-41,1,1,
131,Current status of human hepatocyte transplantation and its potential for Wilson's disease,"Wilson disease (WD) is a genetic disorder of hepatic copper excretion leading to accumulation in various vital organs such as the liver, brain and kidneys. Medications such as penicillamine, trientine, and zinc salts are the mainstay of treatment with good results; However, non-responders or non-compliance with drug treatment can lead to disease progression and acute liver failure (ALF). Current treatment for WD with ALF is emergency liver transplantation and lifelong immunosuppression. Human hepatocyte transplantation (HTx) is increasingly used to treat liver-based metabolic defects. HTx may benefit WM patients with ALF, either as temporary support until chelation treatment takes effect, or as a definitive cure by repopulating the liver with healthy donor cells, as shown in animal models of WM. Although clinical trials of HTx have already demonstrated safety and efficacy in various ALF etiologies, this has yet to be demonstrated in cases of WD in a similar way. Copyright © 2014 New York Academy of Sciences.",,"Filippi, C.;Dhawan, A.",2014,May,https://dx.doi.org/10.1111/nyas.12386,0,0,
132,Acute hemolytic anemia as the initial presentation of Wilson's disease in children,"BACKGROUND: Wilson disease (WD) is an inherited disorder of copper metabolism. Hemolytic anemia in WM occurs in up to 17% of patients at some point during their illness. OBJECTIVE: To screen for WD in children with hemolytic anemia. METHOD: Twenty cases (mean age 8.8 +/- 3.9 years) with Coombs-negative hemolytic anemia attending the Hematology Clinic of Cairo University Children's Hospital were characterized by serum ceruloplasmin levels, 24-hour urinary copper before and after D .Investigated for WD -Penicillamine provocation test and slit lamp examination for detection of Kayser-Fleischer rings. RESULTS: No case had low ceruloplasmin levels, whereas bilateral Kayser-Fleischer rings were detected in 5% of our cases. Urinary copper was elevated in 5% before and 40% after the D-penicillamine challenge test. According to the scoring system used, 1 case had definite MIC and 7 cases had probable MIC. These 8 (40%) cases were designated as Group B. Group B had significantly lower hemoglobin, mean corpuscular volume, mean corpuscular hemoglobin and reticulocytes (P=0.04, 0.001, 0.04 and 0.04, respectively) and significantly higher urinary copper after penicillamine (P=0.000) IM Compared to group A (unlikely WD). CONCLUSION: WD is not uncommon in children with hemolytic anemia after ruling out other common causes.",,"El Raziky, M. S.;Ali, A.;El Shahawy, A.;Hamdy, M. M.",2014,Apr,https://dx.doi.org/10.1097/MPH.0000000000000127,0,0,
133,Control of mania with chelation - only in one case of Wilson's disease,,,"Mitra, S.;Ray, A. K.;Roy, S.",2014,Winter,https://dx.doi.org/10.1176/appi.neuropsych.12110271,0,0,
134,D-penicillamine versus zinc sulfate as first-line treatment for Wilson's disease,"BACKGROUND AND PURPOSE: To compare the course of treatment in patients with symptomatic Wilson's disease (WD) receiving either D-penicillamine (DPA) or zinc sulfate (ZS) as first-line therapy. METHODS: A total of 143 consecutive patients diagnosed with symptomatic WM from January 2005 to December 2009, followed by December 2010, were included. The decision on first-line therapy was made individually after consultation with the patient. Physicians had no clear preference for one drug over the other. Data were analyzed in subgroups with predominantly neurologic (DPA, 35; TS, 21) and hepatic (DPA, 36; TS, 51) presentation of WD. RESULTS: According to the Kaplan-Meier analysis, neurological WM patients scheduled for DPA had a similar likelihood of not continuing first-line therapy as patients receiving ZS (20% vs. 24% at the end of follow-up). up), with an adjusted odds ratio (OR) of 0.9 (95% CI 0.2-3.5). In patients with hepatic WD, this probability was significantly higher for DPA (31% vs. 12%; adjusted OR 3.0, 95% CI 0.9-9.9), especially in the first 6 months. Early deterioration occurred only in neurological WM patients, with no difference between the two treatment groups (35% vs. 19%; OR 2.8, 95% CI 0.7-10.8). Neurological improvement and liver enzyme decreases were achieved with similar frequency. Compliance with DPA was better in liver patients (97% vs. 80%) but not in neurological patients (91% vs. 81%). Drug side effects were more common with DPA (15% vs. 3%). CONCLUSIONS: DPA and ZS are effective in the majority of WM patients. Neither therapy appears to be clearly superior. Therefore, ZS as a first-line therapy can be considered a reasonable alternative to DPA. Copyright © 2014 The author(s) European Journal of Neurology © 2014 EFNS.",,"Czlonkowska, A.;Litwin, T.;Karlinski, M.;Dziezyc, K.;Chabik, G.;Czerska, M.",2014,Apr,https://dx.doi.org/10.1111/ene.12348,1,1,
135,"Treatment with D-penicillamine or zinc sulfate affects copper metabolism and improves, but does not normalize, parameters of antioxidant capacity in Wilson's disease [Erratum appears in Biometals. 2014 Feb. 27 (1): 217 Note: Grazyna, Gromadzka [corrected to Gromadzka, Grazyna]; Agata, Karpinska [corrected to Karpinska, Agata]; Adam, Przybylkowski [corrected to Przybylkowski, Adam]; Tomasz, Litwin [corrected to Litwin, Tomasz]; Agata, Wierzchowska-Ciok [corrected to Wierzchowska-Ciok, Agata]; Karolina, Dziezyc [corrected to Dziezyc, Karolina]; Grzegorz, Chabik [corrected to Chabik, Grzegorz]; Anna, Czlonkowska [corrected to Czlonkowska, Anna]]","Copper accumulation in tissues due to a biallelic pathogenic mutation of gene: ATP7B results in a clinical phenotype known as Wilson's disease (WD). Aberrations in copper homeostasis can create favorable conditions for superoxide-generating redox cycling and oxidative tissue damage. Drugs used in WD treatment are aimed at removing accumulated copper and normalizing the concentration of free copper in the blood. In the current study, the effect of decopper treatment on copper metabolism and parameters of systemic antioxidant capacity was analyzed. Treatment-naïve MV patients (TNWD) (n=33), anti-copper drug-treated (TWD) patients (n=99), and healthy controls (n=99) were studied. Both TNWD and TWD patients characterized by reduced parameters of copper metabolism compared to controls, as well as reduced total antioxidant potential (AOP), glutathione (GSH) levels, activity of catalase, glutathione peroxidase (GPx) and S-transferase-glutathione . TWD patients had significantly lower copper metabolism parameters, higher total AOP and higher GSH levels than TWD patients; however, no difference was observed between these two patient groups with respect to the remaining parameters of antioxidant capacity. Patients who had undergone treatment with D-penicillamine or zinc sulfate did not differ in terms of copper metabolism or parameters of antioxidant capacity, with the exception of GPx, which was lower in those treated with D-penicillamine. These data suggest that anti-copper treatment affects copper metabolism and improves, but does not normalize, natural antioxidant capacity in patients with WM. We propose to conduct studies aimed at evaluating the utility of antioxidants as well as selenium as adjunctive therapy in WM.",,"Gromadzka, G.;Karpinska, A.;Przybylkowski, A.;Litwin, T.;Wierzchowska-Ciok, A.;Dziezyc, K.;Chabik, G.;Czlonkowska, A.",2014,Feb,https://dx.doi.org/10.1007/s10534-013-9694-3,0,1,
136,Worsening of Wilson's disease after penicillamine therapy,"BACKGROUND: Penicillamine is a standard therapy for Wilson disease (WD), but paradoxical deterioration occurs in some patients. Predictors of such deterioration were not assessed. This study documents the frequency and predictors of worsening after treatment of WM. METHODS: 59 consecutive patients with neurological WM and 4 asymptomatic siblings were prospectively evaluated. Their clinical, laboratory, abdominal ultrasound, and skull MRI findings with and without deterioration were compared. Patients were treated with oral penicillamine and/or zinc and were followed up at 1, 3 and 6 months or earlier if needed. Worsening was defined as a >10% deterioration in Burke-Fahn-Marsden score at baseline or the emergence of new neurological signs. RESULTS: The mean age of the patients was 13 years and 13 were women. 19 patients (30.2%) worsened after treatment; 10 within 1 month, 7 in 1-3 months and 2 after 3 months of treatment. Worsening was associated with drooling, leukopenia, thrombocytopenia, splenomegaly, and evidence of chronic liver disease. The condition did not deteriorate in any of the asymptomatic patients after zinc therapy. CONCLUSIONS: In the deteriorating group, cessation of penicillamine resulted in improvement/stabilization in 11 patients, 2 improved on trientine therapy, and 4 continued to deteriorate through 3 months. 30.2% of patients with WD worsened after penicillamine, particularly in patients with chronic liver disease, leukopenia, and thrombocytopenia. Copyright © 2013 S. Karger AG, Basel.",,"Kalita, J.;Kumar, V.;Chandra, S.;Kumar, B.;Misra, U. K.",2014,,https://dx.doi.org/10.1159/000355276,0,1,
137,Conformal treatment with anti-copper agents prevents clinically manifest Wilson's disease in pre-symptomatic patients,"BACKGROUND AND PURPOSE: Wilson disease (WD) is an inherited disorder of copper metabolism that results in dysfunction of affected tissues, primarily in the liver and brain. Anti-copper treatment should prevent clinically overt WM in pre-symptomatic patients, but this has not been supported by strong evidence. Our aim was to evaluate the long-term efficacy of treatment in clinically pre-symptomatic patients, with a particular focus on patient compliance with treatment. METHODS: Data from 87 consecutive patients without clinical symptoms of WM, identified through family screening between 1957 and 2009, were analyzed. All of them had been treated with either zinc sulfate (Zn) (66.7%) or D-penicillamine (DPA) (33.3%) since diagnosis. RESULTS: During a median follow-up of 12 years (range 3-52), 55 (63%) patients remained asymptomatic, 13 (15%) developed neuropsychiatric symptoms, and 21 (24%) developed hepatic dysfunction, including five deaths from liver failure. Non-compliance was observed for at least three consecutive months in 39 patients, and for more than 12 months in 29 cases. Multivariate analysis showed that noncompliance independently increased the likelihood of developing symptomatic WM (odds ratio 24.0, 95% confidence interval 6.0-99.0). According to the Kaplan-Meier analysis, patients who adhered to treatment were significantly more likely to remain symptom-free and their overall survival was similar to the survival rate observed in the general population. CONCLUSION: Use of anti-copper agents in clinically pre-symptomatic patients diagnosed with WM provides effective prevention of clinically manifest disease. However, adherence to therapy is extremely important. Copyright © 2013 The author(s) European Journal of Neurology © 2013 EFNS.",,"Dziezyc, K.;Karlinski, M.;Litwin, T.;Czlonkowska, A.",2014,Feb,https://dx.doi.org/10.1111/ene.12320,0,1,
138,Mowat-Wilson syndrome: deafness in the first Egyptian case conceived by intracytoplasmic sperm injection,"Mowat-Wilson syndrome is a genetic disorder caused by heterozygous mutations or deletions of the zinc finger E-box-binding homeobox-2 (ZEB2) gene. The syndrome is characterized by typical facial features, moderate to severe intellectual disability, epilepsy, and variable congenital anomalies including Hirschsprung disease, genital anomalies, congenital heart defects, agenesis of the corpus callosum, and ocular defects. The prevalence of Mowat-Wilson syndrome is currently unknown, but it appears that Mowat-Wilson syndrome is underdiagnosed, particularly in patients without Hirschsprung disease. We report here the first Egyptian case of Mowat-Wilson syndrome conceived by intracytoplasmic sperm injection. The patient presented with bilateral sensorineural hearing loss - a novel feature not previously reported in cases of Mowat-Wilson syndrome. This report describes the first Egyptian patient with Mowat-Wilson syndrome conceived after intracytoplasmic sperm injection and provides new evidence for the implication of deafness in the congenital defects of the syndrome. Copyright © The author(s) 2013.",,"Abdalla, E. M.;Zayed, L. H.",2014,Dec,https://dx.doi.org/10.1177/0883073813509120,0,0,
139,Metal storage diseases: Wilson's disease and hemochromatosis,"Hereditary hemochromatosis and Wilson's disease are autosomal recessive storage diseases of iron and copper overload, respectively. These metals are involved in several redox reactions, and their abnormal accumulation can cause significant damage in the liver and other organs. Over the past few decades, clinicians have developed a much better understanding of these metals and their mechanism of action. In addition, sophisticated molecular genetic testing techniques are now available, making diagnostic testing less invasive. This article updates and discusses the pathogenesis, diagnosis, and treatment of these metal storage disorders. Copyright © 2014 Elsevier Inc. All rights reserved.",,"Kanwar, P.;Kowdley, K. V.",2014,Jan,https://dx.doi.org/10.1016/j.mcna.2013.09.008,0,0,
140,Evaluation of trace elements in the human brain using mass spectrometry with inductively coupled plasma,"Recent brain research shows a major role for trace elements in various diseases such as multiple sclerosis, Alzheimer's and Wilson's disease. The majority of published tissue concentrations are decades old and have been assessed using various methods. Little is known about hemispheric differences, the correlation of trace elements, or age-related changes in the human brain. Therefore, the aim of this study was to examine the trace element concentrations in different human brain regions after whole-brain formalin fixation. 549 samples from 13 brain regions were examined in 11 deceased subjects with no known history of brain pathology. Regional wet-to-dry mass ratios and concentrations of iron, copper, magnesium, manganese, calcium and zinc were determined using inductively coupled plasma mass spectrometry. Cortical gray matter showed higher water content (wet-to-dry mass ratios 5.84-6.40) than white matter regions (wet-to-dry mass ratios 2.95-3.05). Element concentrations showed specific regional differences. A good linear correlation of the concentrations between the elements was found for both iron/copper and manganese/magnesium (Spearman's rank correlation coefficient 0.74 and 0.65, respectively). Significant interhemispheric differences were found for copper in the occipital white matter, for magnesium and calcium in the putamen, and for iron and copper in the temporal white matter. Age-related increases were observed in cortical gray matter for calcium, for magnesium in all regions except cortical gray matter, for copper in the substantia nigra, and for zinc in the occipital cortex. The trace element concentrations shown can serve as a basis for further brain research. Wet to dry mass ratios allow comparison with reference data from other studies. Copyright © 2013 Elsevier GmbH. All rights reserved.",,"Krebs, N.;Langkammer, C.;Goessler, W.;Ropele, S.;Fazekas, F.;Yen, K.;Scheurer, E.",2014,Jan,https://dx.doi.org/10.1016/j.jtemb.2013.09.006,0,0,
