record_id,pubmedID,title,keywords,authors,abstract,label_abstract_screening,label_included
366,10830252,Risk-benefit ratio of angiotensin antagonists versus ACE inhibitors in end-stage renal disease.,,"Sica, D A; Gehr, T W; Fernandez, A","Effective treatment of hypertension is an extremely important consideration in patients with end-stage renal disease (ESRD). Virtually any class of drug, with the possible exception of diuretics, can be used to treat hypertension in the ESRD patient. Despite such a wide range of treatment options, drugs that disrupt the renin-angiotensin axis are generally suggested as the agents of choice in this population, although evidence supporting their preferential use is quite scant. ACE inhibitors and, more recently, angiotensin antagonists, are the 2 classes of drugs most commonly used to alter the activity of the renin-angiotensin axis and thus control blood pressure. The use of ACE inhibitors in patients with ESRD can sometimes be a demanding proposition. ACE inhibitors are variably dialyzed, with compounds such as catopril, enalapril, lisinopril, and perindopril undergoing substantial clearance between dialyzers during a standard dialysis session. This phenomenon makes the selection of a dose and timing of ACE inhibitor administration a complex issue in patients with ESRD. In addition, ACE inhibitors are recognized to have a variety of nonpressor effects that are relevant to patients with ESRD. Such effects include its ability to decrease the thirst drive and to decrease erythropoiesis. Furthermore, ACE inhibitors have a unique adverse effect profile. As occurs with its use in patients without renal insufficiency, the use of ACE inhibitors in patients with ESRD may be accompanied by cough and less frequently by angioneurotic edema. In the ESRD population, the use of ACE inhibitors is also associated with so-called anaphylactoid dialyzer reactions. Angiotensin antagonists are similar to ACE inhibitors in their mechanism of lowering blood pressure. Angiotensin antagonists are not dialyzable and can therefore be distinguished from various ACE inhibitors. Furthermore, the adverse effect profile of angiotensin antagonists is remarkably mild, with cough and angioneurotic edema occurring rarely, if ever. In patients with ESRD, angiotensin antagonists are also not associated with the anaphylactoid dialyzer reactions that occur with ACE inhibitors. The non-pressor effects of angiotensin antagonists, such as influence on thirst drive and erythropoiesis, have not been explored in depth, as has been done with ACE inhibitors. Although ACE inhibitors have not been directly compared with angiotensin antagonists in patients with ESRD, angiotensin antagonists have a number of pharmacokinetic and adverse effect characteristics that would favor their use in this population.",0,0
367,10836728,Antihypertensive efficacy of manidipine and enalapril in hypertensive diabetic patients.,,"Mancia, G; Omboni, S; Agabiti-Rosei, E; Casati, R; Fogari, R; Leonetti, G; Montemurro, G; Nami, R; Pessina, A C; Pirrelli, A; Zanchetti, A","Recent studies have shown that in diabetic hypertensive patients, administration of angiotensin-converting enzyme (ACE) inhibitors or calcium antagonists can effectively lower blood pressure (BP) and prevent diabetes-related cardiovascular complications without adverse metabolic effects. . We attempted to evaluate the antihypertensive and metabolic effects of the new dihydropyridine calcium antagonist manidipine (M) in patients with diabetes mellitus and essential hypertension compared to the ACE inhibitor enalapril (E). After 3 weeks of placebo, 101 (62 men; age range, 34-72 years) hypertensive patients with type II diabetes mellitus were randomized to M 10-20 mg or E 10-20 mg, once daily, for 24 weeks. At the end of the placebo period and the active treatment phase, BP was measured with a mercury sphygmomanometer (office, O) and during the 24 h by ambulatory monitoring (A). PAA recordings were analyzed to obtain mean values of systolic (S) and diastolic (D) BP and heart rate (HR) for 24 hours, day (6 am to midnight) and night (midnight to 6 am). The homogeneity of the antihypertensive effect during the 24 h was evaluated by the uniformity index [SI: that is, the ratio between the average of the BP changes every 24 hours after treatment and the corresponding standard deviation (the higher the SI , more uniform is the control BP by treatment during the 24 h]. The O SBP and DBP were significantly reduced (p < 0.01) and similarly by M (16 +/- 10 and 13 +/- 6 mm Hg, n = 49) and E (15 +/- 10 and 13 +/- 6 mm Hg, n = 45).The percentage of patients whose OD DBP was reduced to < or = 85 mm Hg (i.e., the value indicated as the optimal target for DBP in diabetic hypertensives) was similar for M (37%) and E (40%). 24-h BP reduction was also similar between M (n = 38) and E (n = 38). for both drugs (systolic, 6 +/- 11 and 8 +/- 10 mm Hg; diastolic, 5 +/- 8 and 5 +/- 7; NS, M vs. E). The antihypertensive effect was homogeneously distributed similar throughout the dosing interval, as shown against SI similar values (M, 0.6 +/- 1.2 for PAS and 0.6 +/- 0.9 for PAD; E, 0.6 +/- 0.8 for PAS and 0.5 +/- 0.7 for PAD; NS, M versus E). O and A HR did not change with either treatment. Markers of glucose and lipid metabolism and renal function were not significantly modified by treatment with either M or E. In diabetic hypertensives, M was as effective and metabolically neutral as the ACE inhibitor E.",0,0
368,10836730,Additive hypotensive effect of angiotensin-converting enzyme inhibition and angiotensin receptor antagonism in essential hypertension.,,"Stergiou, G S; Skeva, I I; Baibas, N M; Roussias, L G; Kalkana, C B; Achimastos, A D; Mountokalakis, T D","The study was designed to evaluate the antihypertensive effect of combined angiotensin-converting enzyme (ACE) inhibition and angiotensin II receptor type 1 (AT1) antagonism in patients with essential hypertension. Twenty patients with uncontrolled ambulatory diastolic blood pressure (BP) after 6 weeks of ACE inhibitor monotherapy (benazepril 20 mg once daily) were randomized to receive double-blind valsartan 80 mg once daily. (AT1 antagonist) or a matching placebo for 5 weeks while continuing to receive background benazepril. Patients then crossed over to the alternative regimen for a second 5-week period. 24-h ambulatory BP was monitored on the last day of the benazepril monotherapy period and on the last day of each double-blind treatment period. Valsartan added to benazepril produced a significant antihypertensive effect with a benefit over placebo of 6.5 +/- 12.6/4.5 +/- 8.0 mm Hg (systolic/diastolic) for mean awake ambulatory BP (p < 0.05), 7.1 +/- 9.4/ 5.6 +/- 6.5 mm Hg for sleeping BP (p < 0.01), and 6.8 +/- 9.7/ 4.9 +/- 6.8 mm Hg for mean 24-hour ambulatory BP (p < 0.01). Pulse rate was not affected. Plasma active renin was higher in the benazepril-valsartan combination compared to benazepril-placebo (p < 0.05). There were no changes in routine biochemical variables when valsartan was added to benazepril. Six patients reported mild dizziness or fatigue (three also on placebo). These data suggest that in hypertensive patients not controlled with an ACE inhibitor, the addition of an AT1 antagonist provides a safe and potent antihypertensive drug combination.",0,0
369,10839554,Combined antihypertensive drugs: recommendations for use.,,"Skolnik, N S; Beck, J D; Clark, M","The recommendation for first-line treatment of hypertension remains a beta-blocker or a low-dose diuretic. A target blood pressure of less than 140/90 mm Hg is achieved in approximately 50 percent of patients treated with monotherapy; two or more agents from different pharmacologic classes are often needed to achieve adequate blood pressure control. Single-dose combination antihypertensive therapy is an important option that combines blood pressure-lowering efficacy and a low side-effect profile with convenient once-daily dosing to improve compliance. Combination antihypertensives include combined agents from the following pharmacological classes: diuretics and potassium-sparing diuretics, beta-blockers and diuretics, angiotensin-converting enzyme (ACE) inhibitors and diuretics, angiotensin-II antagonists and diuretics, and angiotensin-blockers. calcium channels and ACE inhibitors.",0,0
370,10840011,Local pulse pressure and regression of arterial wall hypertrophy during long-term antihypertensive treatment.,,"Boutouyrie, P; Bussy, C; Hayoz, D; Hengstler, J; Dartois, N; Laloux, B; Brunner, H; Laurent, S","Local pulse pressure (PP) is an independent determinant of carotid artery wall thickness, stronger than mean arterial pressure (BP). The present study was designed to assess whether a treatment based on a beta-adrenergic receptor antagonist or an ACE inhibitor could reduce carotid artery wall hypertrophy through a reduction in carotid PP rather than by reducing carotid artery wall hypertrophy. mean BP and whether the influence of local PP reduction could also be detected at the site of a muscular artery, the radial artery.; Ninety-eight essential hypertensive patients were randomized to 9 months of double-blind treatment with celiprolol or enalapril. Arterial parameters were determined with high-resolution echo-monitoring systems. PP was measured locally with applanation tonometry and independently of mean BP. After 9 months of treatment, mean BP, carotid PP, and intima-media thickness (IMT) decreased significantly, with no differences between the 2 groups. Reduction in carotid PP, but not mean BP, was an important independent determinant of carotid IMT reduction. The IMT and the PP of the radial artery decreased significantly with both treatments. However, the reduction in radial artery IMT was not related to changes in radial artery PP; Regression of carotid artery wall hypertrophy during long-term antihypertensive treatment depended on local PP reduction rather than mean BP reduction. The effect of PP reduction on IMT reduction was observed at the site of an elastic artery but not at the site of a muscular artery.",0,0
371,10841227,"Clinical effects of early angiotensin-converting enzyme inhibitor treatment for acute myocardial infarction are similar in the presence and absence of aspirin: systematic summary of individual data from 96,712 randomized patients. Angiotensin-Converting Enzyme Inhibitor Myocardial Infarction Collaborative Group.",,"Latini, R; Tognoni, G; Maggioni, A P; Baigent, C; Braunwald, E; Chen, Z M; Collins, R; Flather, M; Franzosi, M G; Kjekshus, J; KÃ¸ber, L; Liu, L S; Peto, R; Pfeffer, M; Pizzetti, F; Santoro, E; Sleight, P; Swedberg, K; Tavazzi, L; Wang, W; Yusuf, S","We sought to determine whether the clinical effects of early treatment with angiotensin-converting enzyme (ACE) inhibitors (ACEi) for acute myocardial infarction (MI) are influenced by concomitant use of aspirin (ASA); Both aspirin and ACEi reduce mortality when given immediately after myocardial infarction. Aspirin inhibits the synthesis of vasodilator prostaglandins and, in principle, this inhibition could antagonize some of the effects of ACEi. But it is unclear whether this influences the effects of ACE inhibitors on mortality and major morbidity after MI in practice; This overview sought individual patient data from all trials involving more than 1000 patients randomized to receive ACE inhibitors or control starting in the acute phase of MI (0-36 hours from onset) and continuing for four to six weeks. Data on concomitant ASA use were available for 96,712 of 98,496 patients in four eligible trials (and for none of the 1556 patients in the other eligible trial); Overall 30-day mortality was 7.1% among patients assigned to ACE inhibitors and 7.6% among those assigned to control, corresponding to a proportional reduction of 7% (standard deviation [SD], 2% ) (95% confidence interval from 2 to 11%, p = 0.004). Angiotensin-converting enzyme inhibitor was associated with similar proportional reductions in 30-day mortality among 86,484 patients taking ASA (6% reduction [SD, 3%]) and among 10,228 patients not taking ASA. were taking (10% [SD, 5%]). %] reduction: chi-square test for heterogeneity between these reductions = 0.4; p = 0.5). Angiotensin-converting enzyme inhibitor produced definite increases in the incidence of persistent hypotension (17.9% ACEi vs. 9.4% control) and renal dysfunction (1.3% ACEi vs. 0.6% control), but there was not good evidence that these effects were different in the presence or absence of ASA (chi squared for heterogeneity = 0.4 and 0.0, respectively, both not significant). There was also no good evidence that the effects of ACEi on other clinical outcomes were changed by concomitant use of ASA; Both ASA and ACEi are beneficial in acute MI. Our results support the early use of ACE inhibitors in acute MI, regardless of whether ASA is being administered or not.",1,1
372,10842896,The role of angiotensin II receptors and their antagonists in hypertension.,,"van Zwieten, P A","The octapeptide angiotensin II is the main effector of the renin-angiotensin-aldosterone system. Angiotensin II causes a variety of potentially deleterious biological effects, including vasoconstriction, increased blood pressure, aldosterone release, potentiation of the effect of catecholamines, and vascular and myocardial hypertrophy, including cardiac remodeling after myocardial infarction. All of these deleterious effects of angiotensin II are mediated by angiotensin II receptors (AT receptors) of the AT1 subtype. The functional effects of AT2 receptors, which have been characterized by biochemical techniques, have not been clearly identified so far. Stimulation of the AT2 receptor by angiotensin II is thought to counteract vascular/myocardial remodeling and possibly induce vasodilation. Consequently, AT1 and AT2 receptors are thought to cause opposite effects. It has drawn attention that fetal tissues contain a high density of AT2 receptors, which is significantly reduced after birth. Identification and analysis of AT receptors have been greatly stimulated by the development of non-peptidergic AT1 receptor antagonists, of which losartan is the prototype. So far it is not clear whether AT receptors are activated in hypertensive disease. A study will be made of the hemodynamic effects of AT1 receptor antagonists, their interaction with AT receptors and the probably important role of the sympathetic nervous system involved in the antihypertensive action of AT receptor antagonists.",0,0
373,10843169,Trandolapril does not improve insulin sensitivity in patients with hypertension and type 2 diabetes: a double-blind placebo-controlled crossover trial.,,"Petrie, J R; Morris, A D; Ueda, S; Small, M; Donnelly, R; Connell, J M; Elliott, H L","Angiotensin-converting enzyme (ACE) inhibitors are increasingly used as first-line therapy for hypertension in type 2 diabetes mellitus and are believed to improve insulin sensitivity (M). However, the evidence for the latter effect does not stand up to close scrutiny. We have evaluated the effect of the ACE inhibitor trandolapril on M in 16 patients (mean age +/- SD, 58 +/- 10.6 years) with mild to moderate essential hypertension (baseline blood pressure, 173 +/- 14, 5/93). +/- 8.0 mm Hg), obesity (body mass index, 30 +/- 5.4 kg/m2), and impaired glucose tolerance (n = 4) or type 2 diabetes (n = 12) in a double-blind placebo study. Controlled crossover design. All patients underwent three 3-h euglycemic hyperinsulinemic clamp studies (soluble insulin, 1.5 mU/kg x min) after a 2-week placebo run-in period and at the end of two 4-week treatment periods. with 2 mg trandolapril or placebo (2-week washout). M (mean +/- SD) did not change with trandolapril: placebo (run-in), 5.2 +/- 1.98 mg/kg x min; placebo, 5.3 +/- 1.70 mg/kg x min; trandolapril, 5.1 +/- 1.65 mg/kg x min; P=0.58; 95% confidence intervals, -0.74, 0.43 (trandolapril vs. placebo); 95% power to exclude an 8% increase in M. In conclusion, trandolapril had no clinically relevant effect on M in patients with hypertension and type 2 diabetes. Previous reports of improvement in M during treatment with ACE inhibitors may be attributed to suboptimal study design and/or the use of surrogate measures of M.",0,0
374,10845831,Chronic proteinuric nephropathies: results and response to treatment in a prospective cohort of 352 patients with different patterns of kidney injury.,,"Ruggenenti, P; Perna, A; Gherardi, G; Benini, R; Remuzzi, G","The Ramipril Efficacy in Nephropathy (REIN) study found that angiotensin-converting enzyme (ACE) inhibitors effectively decreased proteinuria, decreased glomerular filtration rate (GFR) (DeltaGFR), and incidence of end-stage renal disease (ESRD) in patients with chronic proteinuria. nephropathies. In this study, we prospectively investigated the main clinical determinants of progression and response to treatment in the 352 patients included in the REIN study. The mean DeltaGFR (0.56 +/- 0.05 [SEM] versus 0.21 +/- 0.05 ml/min/1.73 m(2)/month; P = 0.0001) and the incidence of ESRD (30% and 10%; P = .0001) were more than twice as high in patients with proteinuria of 2 g/24 h or more than protein compared with those with less than 2 g/24 h of protein (relative risk [RR], 4.07; 95% confidence interval [CI], 2.20 to 7.52), as well as in patients with hypertension compared with normotension (mean DeltaGFR, 0.48 +/- 0.05 vs. 0.22 +/- 0.05 mL/min/1.73 m(2)/mo, P = 0.0006, ESRD, 25% vs. 10%, P = 0.004, RR, 3.18; 95% CI, 1.38 to 7.32). Hypertension at study entry (P = 0.038), higher mean blood pressure during follow-up (P = 0.002), and urinary protein excretion rate (P = 0.0001) were independent predictors of faster DeltaGFR. DeltaGFR was approximately twice as rapid in patients with type 2 diabetes than in those with primary glomerular disease (P = 0.002; including immunoglobulin A [IgA] nephropathy, P = 0.009); nephrosclerosis (P = 0.03), adult polycystic kidney disease (APKD), or chronic interstitial nephritis (P = 0.006). Diabetes at study entry (P = 0.02) and higher mean arterial pressure (P = 0.0001) and urinary protein excretion rate (P = 0.0001) during follow-up were independent predictors of higher DeltaGFR. fast. After correction for baseline covariates, diabetes was also associated with an increased risk of progression to ESRD (RR, 2.39; 95% CI, 1.01 to 5.68; P < .05). In multivariate analyses, ramipril significantly decreased GFR Delta (regression coefficient, -0.23 +/- 0.11 [SEM]; P = .036) and ESRD (RR, 2.08; 95% CI, 1 0.21 to 3.57, P = 0.008) in patients with initial proteinuria of 2 g/24 h or more of protein, and the renoprotective effect increased with increasing levels of proteinuria. Ramipril decreased DeltaGFR to a similar degree in normotensive and hypertensive patients (-0.14 +/- 0.11 versus -0.14 +/- 0.09) and significantly limited ESRD in hypertensive patients (RR, 2.03 95% CI, 1.26 to 3.26, P = 0.004). DeltaGFR was reduced by 42% in primary glomerular disease (P = 0.017), 35% in IgA nephropathy, and 37% in nephrosclerosis, but was not improved in type 2 diabetes, APKD, or interstitial nephritis. In multivariate analysis, ramipril significantly reduced GFR Delta (-0.24 +/-0.08; P = .004) and progression to ESRD (RR, 2.32; 95% CI, 1.36 to 3.96 ; P = 0.002) in patients without diabetes, but not in patients with diabetes, who tended to have faster DeltaGFR (+0.62 +/- 0.44) on ramipril therapy. In summary, patients with proteinuria of 2 g/24 h or more protein, preexisting hypertension, or type 2 diabetes progressed faster. Higher blood pressure and the degree of proteinuria were the strongest determinants of a more rapid decline in GFR. The renoprotective effect of ramipril was similar in normotensive and hypertensive patients. Hypertensive patients and those with proteinuria of 2 g/24 h or more of protein, primary glomerular disease, or nephrosclerosis benefited more from treatment with ACE inhibitors. During the study period, those with proteinuria of less than 2 g/24 h protein, type 2 diabetes, or polycystic kidney disease did not benefit appreciably from treatment.",0,0
375,10845947,Diabetes care needs evidence-based interventions to reduce the risk of vascular disease.,,"Byrne, C D; Wild, S H",,0,0
376,10847330,Hypertension in patients with end-stage renal disease.,,"Zager, P; Nikolic, J; Raj, D S; Tzamaloukas, A; Campbell, M","The prevalence of hypertension is extremely high in end-stage renal disease and is a likely contributor to the epidemic of cardiovascular disease in end-stage renal disease. However, the paucity of prospective randomized clinical trials makes it difficult to precisely define treatment strategies. Therefore, guidelines developed by the National Kidney Foundation Cardiovascular Disease Task Force should currently be followed.",0,0
377,10847331,Large multicentre hypertension trials.,,"Puddey, I B","Previous large multicentre trials in hypertensive patients addressed questions about whether mild to moderate hypertension should be treated and whether similar approaches would be effective in elderly hypertensive patients or those with isolated systolic hypertension. The research focus of recent trials has now shifted to how, rather than whether, these patients should be treated. Trials such as the Hypertension Optimal Treatment study attempted to discern optimal goals for long-term blood pressure control. Although unsuccessful in this primary goal, they have established the safety of aggressive blood pressure reduction to diastolic targets of less than 80 mmHg, as well as the safety and efficacy of a calcium influx blocker as a first-line antihypertensive approach. The Captopril Prevention Project study and the Swedish Trial in Elderly Patients with Hypertension-2 focused on whether there might be specific antiatherosclerotic advantages of the newer agents (angiotensin-converting enzyme inhibitors and calcium entry blockers) over the conventional therapy in comparison studies with beta-blockers and diuretics. . Similar efficacy for cardiovascular outcomes appears to be emerging for each of the major drug classes with the degree of blood pressure reduction of primary importance in the prevention of cardiovascular disease.",0,0
378,10852646,Lisinopril: a review of its use in congestive heart failure.,,"Simpson, K; Jarvis, B","The ACE inhibitor lisinopril is a lysine derivative of enalaprilat, the active metabolite of enalapril. In patients with heart failure, the maximum pharmacodynamic effects occur 6 to 8 hours after drug administration and persist for 12 to 24 hours. High doses (32.5 to 35 mg, administered once daily) of lisinopril in the Assessment of Treatment with Lisinopril and Survival (ATLAS) study demonstrated clinically important advantages over low doses (2.5 to 5 mg, administered daily). once a day) of the drug in the treatment of congestive disease. heart failure. High-dose lisinopril was more effective than low-dose lisinopril in reducing the risk of major clinical events in heart failure patients treated for 39 to 58 months. Compared with those who received low doses, those who received high doses of lisinopril had an 8% lower risk of all-cause mortality (p = 0.128), a 12% lower risk of death or hospitalization for any reason (p = 0.002) and 24% fewer hospitalizations for heart failure (p = 0.002). These benefits were associated with significant cost savings. In short-term (generally 12-week duration) multicenter, parallel-group, double-blind, randomized clinical trials, lisinopril was significantly more effective than placebo and was at least as effective as captopril, enalapril, digoxin, and irbesartan to improve final symptoms. points and clinical status in patients with heart failure. Lisinopril is generally well tolerated by patients with heart failure. In controlled clinical trials, the most common adverse events that occurred in recipients of the drug were dizziness, headache, hypotension, and diarrhea. The overall adverse event profiles for patients treated with high and low doses of lisinopril in the ATLAS study were similar. However, the high doses of lisinopril used in the ATLAS study were associated with a higher incidence of adverse events, importantly hypotension and worsening renal function; however, these events were generally well managed by altering the dose of lisinopril or concomitant medications. Furthermore, despite the higher incidence of some adverse events with high-dose lisinopril, the frequency of treatment discontinuations due to adverse events was the same in the high- and low-dose groups; Lisinopril (when added to diuretics and/or digoxin) provides symptomatic benefit in patients with congestive heart failure. The ATLAS study showed that high doses of lisinopril significantly reduced the risk of the combined morbidity and mortality endpoint compared with low doses of the drug. Importantly, there was no clinically significant decrease in drug tolerability with the use of a high dose. Lisinopril is at least as effective and as well tolerated as other members of the ACE inhibitor class for the treatment of congestive heart failure.",0,0
379,10854673,Omapatrilat: the ups and downs of an exciting but complicated new drug.,,"Coats, A J",,0,0
380,10854683,"Effects of enalapril and isradipine alone and in combination on blood pressure, renal function, and echocardiographic parameters in mild hypertension.",,"De Rosa, M L; Maddaluno, G; Lionetti, F; Di Palma, U; Albanese, L; Cardace, P; Baiano, A; Vigorito, C","study was conducted to assess the influence of combined low-dose antihypertensive treatment of enalapril plus isradipine (5+5 mg daily) compared to that of either drug at higher doses (10 mg daily) using a double trial. blind, three-stage. crossover study (balanced Latin square design) in 102 subjects (mean age 51.9 +/- 7.42 years) with essential hypertension. Left ventricular mass and function were assessed by MB mode echocardiography, renal function by glomerular filtration rate (GFR), and by serum and 24-h urine Na+ and K+ during the washout period and after 24 h. weeks of treatment; Supine blood pressure for subjects receiving placebo was 171/103 mmHg. After 24 weeks of treatment, supine systolic and diastolic blood pressure were significantly lower with isradipine 5 mg plus enalapril 5 mg (134/84 mmHg) than with enalapril 10 mg (137/84 mmHg) or with enalapril 10 mg (137/84 mmHg). mg of isradipine (144/85 mmHg). ). Left ventricular posterior wall and septal thickness were significantly and similarly reduced in all groups. Left ventricular end-systolic and diastolic diameters did not change significantly. Left ventricular mass (LVM) was significantly reduced in the E plus I group and in the enalapril group. GFR was not significantly altered. 24-hour urinary Na+ increased significantly with enalapril, more than with isradipine. The combination was better tolerated than either monotherapy. We did not observe clinically significant changes in laboratory variables, including blood lipoproteins; The combination of isradipine plus enalapril lowered blood pressure more effectively and was better tolerated than other drugs alone. All three groups showed similar changes in echocardiographic indices and no change in renal function.",0,0
381,10855738,"Efficacy and safety of a new combination of long-acting drugs, trandolapril/verapamil compared to monotherapy in primary hypertension. Swedish TARKA researchers.",,"Karlberg, B E; Andrup, M; OdÃ©n, A","To assess the clinical efficacy and safety of a new antihypertensive drug combination of trandolapril/verapamil compared with verapamil or trandolapril monotherapy, in patients with mild to moderate primary hypertension; Multicenter, prospective, randomized, double-blind, crossover, controlled study with specific statistical considerations.; Eighteen primary health care centers and outpatient hospital clinics in Sweden.; Two hundred twenty-six outpatients with uncomplicated primary hypertension with a baseline sitting diastolic blood pressure (BP) between 95 and 115 mmHg; After a 4-week placebo period, patients were randomized to treatment for 8 weeks with trandolapril/verapamil (2 mg/180 mg) or each drug alone (verapamil 240 mg, trandolapril 2 mg) for 8 weeks; Treatment responses (blood pressure (BP) drop and pressure rate product) to the three regimens with statistical comparison and also in relation to plasma active renin (AR) concentrations. Adverse events and safety were also evaluated.; The mean fall in BP was significantly greater with the combination (20/15 mmHg), p < 0.00054, compared to trandolapril (14/11 mmHg) or verapamil (13/11) mmHg. The difference between verapamil and trandolapril was not significant. Rate pressure product decreased significantly more with the combination, p < 0.001, than with trandolapril or verapamil alone. The response to treatment with trandolapril was positively correlated with the initial AR (r = 0.30-0.43). All treatments were well tolerated and safe.; The new fixed drug combination trandolapril/verapamil was superior to monotherapy with either drug alone in reducing both BP and blood pressure product. This combination can be used safely and effectively for the treatment of mild to moderate primary hypertension.",0,0
382,10855739,Study of Cognition and Prognosis in the Elderly (SCOPE): baseline characteristics.,,"Hansson, L; Lithell, H; Skoog, I; Baro, F; BÃ¡nki, C M; Breteler, M; Castaigne, A; Correia, M; Degaute, J P; Elmfeldt, D; Engedal, K; Farsang, C; Ferro, J; Hachinski, V; Hofman, A; James, O F; Krisin, E; Leeman, M; de Leeuw, P W; Leys, D; Lobo, A; Nordby, G; Olofsson, B; Opolski, G; Prince, M; Reischies, F M","The Study of Cognition and Prognosis in the Elderly (SCOPE) is a multicenter, prospective, randomized, double-blind, parallel-group study. The primary objective of SCOPE is to assess the effect of the angiotensin II type 1 (AT1) receptor blocker, candesartan cilexetil 8-16 mg once daily, on major cardiovascular events in elderly patients (70-89 years) with hypertension. mild (DBP 90-99 and/or SBP 160-179 mmHg). The secondary objectives of the study are to test the hypothesis that antihypertensive therapy can prevent cognitive decline (measured by the Mini Mental State Examination, MMSE) and dementia, and to assess the effect of therapy on total mortality, myocardial infarction (MI), stroke, renal function and hospitalization. A total of 4,964 patients from 15 participating countries were recruited during the SCOPE randomization phase, exceeding the target population of 4,000. The mean age of patients at enrollment was 76 years, the proportion of male and female patients it was approximately 1:2, and 52% of patients were already being treated with an antihypertensive agent at the time of enrollment. Most of the patients (88%) had education at least up to the elementary school level. At randomization, mean seated blood pressure values were 166 mmHg SBP and 90 mmHg DBP, and the mean MMSE score was 28. Previous cardiovascular disease in the study population included myocardial infarction ( 4%), stroke (4%), and atrial fibrillation (4%). %). Men, more often than women, had a history of myocardial infarction, stroke, and atrial fibrillation. A higher percentage of men were smokers (13% vs. 6% in women) and had attended college (11% vs. 3% in women). Of the randomized patients, 21% were 80 years old. In this age group, smoking was less common (4% vs. 10% for people ages 70-79) and fewer had attended college (4% vs. 7% for people ages 70-79). The incidence of MI was similar in both age groups. However, strokes and atrial fibrillation had occurred about twice as often in older patients. The mean age of patients at baseline was similar across participating countries, with most countries showing an approximate 1:2 ratio for male and female patients. There was also little variation between countries in terms of mean SBP, PAD, or MMSE score. However, there was considerable regional variation in the percentage of patients on therapy prior to enrollment.",0,0
383,10856732,Improvement of cardiac output in patients with severe heart failure by the use of ACE inhibitors combined with the AT1 antagonist eprosartan.,,"Gremmler, B; Kunert, M; Schleiting, H; Ulbricht, L J","The efficacy of ACE inhibitor therapy is well documented in the treatment of chronic heart failure. As the pharmacological mechanisms of ACE inhibition and angiotensin II AT1 receptor antagonists differ, an additional positive effect on left ventricular function can be expected by combining both drug classes; Twenty patients (64.9+/-8.5 years) with advanced chronic heart failure (NYHA class III) receiving long-term medication with digitalis, diuretics, and ACE inhibitors were randomized to receive eprosartan (540+/ -96 mg/day) or placebo, according to a blinded protocol. Hemodynamic impedance cardiography measurements were performed at baseline and after 8.85 +/-1. 5 days of treatment with study medication; Additional eprosartan treatment resulted in higher cardiac output than the control group (P<0.05). While cardiac output increased significantly from baseline in the active treatment group (2.27-3.24 L/min, P = 0.039), there was no change in the control group; Add-on treatment with the AT1 receptor antagonist eprosartan, administered to patients with severe heart failure, receiving digitalis, diuretics, and ACE inhibitors, resulted in a beneficial effect by increasing cardiac output. This effect may be due to the additional property of eprosartan to block the autocrine interaction of locally generated and non-ACE generated angiotensin II with their respective myocardial and vascular AT1 receptors, as well as the influence on presynaptic AT1 receptors located on nerve terminals. nice",0,0
384,10856735,Angiotensin converting enzyme (ACE) inhibitors in the treatment of heart failure in general practice in North Cumbria.,,"Toal, M; Walker, R","large body of research has shown the benefits of treating chronic heart failure patients with angiotensin-converting enzyme (ACE) inhibitors. There is considerably less research on the actual acceptance of treatment in general practice and, in particular, on the methods that could improve that acceptance; To study the attitudes and practice of physicians in North Cumbria in the management of heart failure; semi-structured interviews with 16 general practitioners and nine hospital physicians in the Carlisle area and an audit of general practice case notes; Two hundred and fifty-eight patients were identified as having heart failure. The prevalence was 1.1%. Fifty percent were taking an ACE inhibitor, the median dose of which was less than half the typical investigational dose. Patients who underwent an echocardiogram were much more likely to receive an ACE inhibitor. General practitioners were enthusiastic about the use of ACE inhibitors but felt that greater access to echocardiography was required. Hospital doctors were happy to improve access within an agreed protocol.; The development of a protocol for investigation and treatment could help improve the absorption of ACE inhibitors. This protocol must be evidence-based and agreed between local GPs, hospital doctors and the Health Authority.",0,0
