record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
83,randomized trial of computer-based reminders and supervision and feedback to improve HIV screening in primary care.,"Despite recommendations for voluntary HIV screening, few medical centers have implemented screening programs. The aim of the study was to determine whether an intervention with computer-based reminders and feedback would increase HIV screening in the Department of Veterans Affairs (VA) healthcare system. The design of the study was a randomized controlled trial in five primary care clinics at the VA Palo Alto Health Care System. All primary care providers were eligible to participate in the study. Study interventions were computer-based reminders to either assess HIV risk behaviors or recommend HIV testing""; feedback on adherence to reminders was provided. The main outcome measure was the difference in HIV testing rates between intervention and control providers. Control group providers, pre-intervention and during the intervention period tested 1.0% (n = 67) and 1.4% (n = 106) of patients, respectively, with intervention providers 1.8% (n = 98) and 1.9% (n = 114) tested (P = 0.75). In our random sample of 753 untested patients, 204 (27%) had documented risky behaviors Providers were more likely to adhere to reminders to test rather than reminders to assess risk (11% vs. 5%, P < 0.01). Sixty-one percent of providers felt that the lack of time impeded risk assessment.As a result, HIV testing rates in primary care clinics in our setting were low. They were unaware of the high-risk behavior rates in their patient population and perceived significant barriers to testing. Low-intensity clinical reminders and feedback did not increase screening rates.",0,1,
84,randomized trial of computerized reminders for blood pressure screening in primary care.,"In a randomized, controlled study (N = 8,298) the authors compared three ways to encourage patients in a large family practice to have their blood pressure checked. The study from computerized medical records at a family medicine training center included patients aged 18 years and older who had not had their blood pressure measured in the previous year. In the normal care control group, 21.1% of those requiring blood pressure measurement achieved one in the trial year. A computer-generated message in an intervention group reminding the doctor to check the blood pressure of patients who come to the center for an appointment; ""30.7% of the patients allocated to this group were controlled. In the second group, the nurse was contacted. and it encouraged 24.1% of those who would receive the checks to receive the checks. Sending letters to the patients in the third group achieved a 35.7% compliance rate. Cost of three interventions Physician reminder was the most cost effective, followed by letter reminder.",0,1,
85,randomized trial of electronic clinical reminders to improve quality of care for diabetes and coronary artery disease.,"Objective: The aim of this study was to evaluate the effect of an integrated patient-specific electronic clinical reminder system on diabetes and coronary artery disease (CAD) care and to evaluate physician attitudes towards this reminder system. Design: We enrolled 194 primary care physicians caring for 4549 patients with diabetes and 2199 patients with CAD in 20 outpatient clinics. Clinics were randomized that physicians receive evidence-based electronic reminders in their patients' electronic medical records or usual care. There were five reminders for diabetes care and four reminders for CAD care. Measures: The primary outcome was receiving recommended care for diabetes and CAD. We generated a summary result to assess the likelihood of increased adherence to general diabetes care (based on five measures) and overall CAD care (based on four measures). We surveyed doctors to assess attitudes towards the reminder system. Results: Baseline adherence to all quality measures was low. Electronic reminders increased the likelihood of recommended diabetes care (odds ratio [OR] 1.30, 95% confidence interval [CI] 1.01–1.67) and CAD (OR 1.25, 95% CI 1.01–1.55), while individual reminders were variable. A total of three nine reminders effectively increased rates of recommended care for diabetes or CAD. The majority of physicians (76%) thought that reminders improved the quality of care. Conclusion: An integrated electronic reminder system resulted in variable improvement in diabetes and CAD care. These improvements were generally limited and quality gaps remain.",1,1,
86,randomized trial of the efficacy of computer-triggered drug decision support versus on-demand drug in primary care.,"Objectives: Prescribing alerts generated by computerized drug decision support (CDDS) can prevent drug-related morbidity. However, the vast majority of warnings are ignored due to clinical irrelevance. The ability to customize commercial alert systems should improve physician acceptance, as the physician can choose the terms and types of drug warnings displayed. We tested the effectiveness of two approaches to customizing medication alerting to reduce the prevalence of prescribing problems: physician-requested and computer-triggered decision support. Doctors in each study condition were able to preset the levels that triggered the alerts. Design: This was a cluster trial for 3,449 patients seen over the next 6 months with 28 primary care physicians randomized to automated or on-demand CDDS in the MOXXI drug management system. Metrics: CDDS has created alerts to prescribe issues that can be customized by severity. Prescribing issues included dose errors, drug-drug, age, allergy, and disease interactions. Doctors randomized on demand enabled drug review when they thought it was clinically relevant, while physicians randomized to computer-triggered decision support displayed all alerts for electronic prescriptions based on their chosen severity level for both common and incident problems. Data from administrative requests and MOXXI were used to measure the difference in prevalence of prescribing problems at the end of follow-up. Results: During follow-up, 50% of physicians receiving computer-triggered alerts changed the alert threshold (n = 7) and 21% of doctors in the on-demand alert group changed the alert level (n = 3). In the optional group, 4,445 prescribing problems were detected, 41 (0.9%) problems were observed in the requested drug review, and prescriptions were revised in 31 (75.6%) problems. By comparison, out of 6,505 prescribing problems in the computer-triggered group, 668 (10.3%) were seen and 81 (12.1%) were revised. Most warnings were ignored because the benefit was judged to outweigh the risk, the interaction was known, or the interaction was not considered clinically significant (computer-triggered: 75.8% of 585 ignored warnings; optional: 90% of 10 ignored warnings warnings). At the end of follow-up, there was a significant reduction in therapeutic relapse problems in the computer-triggered group (odds ratio 0.55;"" p = 0.02) but no difference in the overall prevalence of prescribing problems. Outcome: customization of computer-triggered alert systems rather than on-demand review more useful in detecting and solving prescribing problems, but neither approach has been effective in reducing prescribing problems. New strategies are needed to maximize the use of drug decision support systems to reduce drug-related morbidity.",1,1,
87,Randomized Trial Comparing Alternative Educational Interventions to Increase Colorectal Cancer Screening in Hard-to-Reach Urban Minority Populations with Health Insurance,"This randomized controlled trial evaluated different educational approaches to increase the uptake of colorectal cancer screening in a sample of primarily non-US-born urban minority individuals over 50 years of age who had health insurance and did not comply with screening guidelines. In one group, participants were sent printed educational material (n = 180)""; in the second group, participants' primary care physicians were given academic details to improve their screening referral and follow-up practices (n = 185);"" in one-third, physicians received academic elaboration and participant-specific telephone training (n = 199). Overall, 21.5% (n = 121) of participants received appropriate screening within one year of randomization. There was no statistically significant dual difference between the groups in the screening rate. However, among those aged 60 and over, the elaboration plus telephone education group had a higher screening rate than the print group (27.3 vs. 7.7%, p = .02). Different types of interventions will be required to increase screening for colorectal cancer in an unscreened and shrinking population. ClinicalTrials.gov Identifier: NCT02392143.",0,0,
88,real-world cascaded wedge cluster randomized practice facilitation trial to improve cardiovascular care,"BACKGROUND: Facilitation of administration has been associated with significant improvements in disease prevention and quality of patient care. Using facilitation of practice, the Improving Cardiovascular Care (IDOCC) project aimed to improve the delivery of evidence-based cardiovascular care in primary care settings in a broad health region. Our aim was to assess the impact of IDOCC on adherence to care delivery processes. METHODS: A pragmatic tiered cluster randomized trial recruiting primary care providers in practices located in Eastern Ontario, Canada (ClinicalTrials.gov: NCT00574808). Participants were randomly assigned to one of three steps by region. Implementation facilitators were intended to visit practices every 3-4 (year 1 intensive) or 6-12 weeks (year 2 sustainability) to support changes in practice behavior. The primary outcome was average adherence to evidence-based care indicators measured at the patient level. Compliance was assessed by chart review of a cohort of 66 randomly selected patients per treatment at each pre-intervention year, as well as at 1 and 2 years post-intervention. RESULTS: Eighty-four practices (182 physicians) participated. The facilitators made an average of 6.6 (min: 2, max: 11) face-to-face visits in year 1 and 2.5 (min: 0 max: 10) visits in year 2. We collected tabular data from 5292 patients. After adjusting for patient and provider characteristics, there was an absolute decrease in mean adherence of 1.9% (95% confidence interval (CI): -2.9 to -0.9%) and 4.2% (95% CI: -5.7 to -2.6%). The basis for years of intense and sustainability, respectively. CONCLUSIONS: IDOCC did not improve compliance with best practice guidelines. Our results showed a small statistically significant decrease in mean agreement of questionable clinical significance. Possible reasons for this outcome include implementation difficulties, competing priorities in implementation, a broad focus on multiple chronic disease indicators, and the use of an overall compliance index. These results contradict findings from previously reported facilitation trials and highlight the complexities and challenges of translating research findings into clinical practice. TRIAL REGISTRATION: ClinicalTrials.gov NCT00574808.",0,0,
89,Research Agenda for High Value Palliative Care,"Palliative care has gone from being misunderstood and overlooked by many clinicians to become one of the most sought after services by healthcare systems nationwide. This is the greatest possible proof of the potential value of space. However, the field's ability to sustainably provide high-value care is paradoxically threatened by its own success, as demand rapidly outpaces the supply of palliative care professionals (1). To bridge the gap between workforce and patient need, we propose a research agenda organized around 5 key questions about the optimal organization and allocation of limited resources in private palliative care. The table presents key considerations and suggested approaches to addressing each research problem. Among the growing evidence for the potential value of private palliative care (2), we hypothesize that it is necessary to answer these questions in order to maximize value and inform much-needed policies to support this care (3).",0,0,
90,Solution for Doctors: Time to Focus on the Public Health Threat of Gun Violence,,0,0,
91,Review of family intervention guidelines for pediatric acquired brain injuries,"Pediatric acquired brain injury (BI) not only affects the injured child, but also greatly affects his family. Studies show that rates of caregiver and sibling psychological distress are higher after a child in the family maintains BI. Also, family functioning after BI affects the child's recovery. In reviewing the literature, we identified seven theoretical clinical guidelines for working with families of children and adolescents with BI. These clinical guidelines are: (1) select developmentally appropriate interventions, (2) match the intervention with the family, (3) provide advocacy, (4) provide injury education, (5) focus on family reorganization, (6) appropriately address the child's environment. and (7) provide skills training to the family and the child. Current research on family interventions for BI is reviewed in the context of these theoretical guidelines, and then empirical support for each guideline is evaluated using specific criteria for empirically supported treatments. Unfortunately, very few randomized controlled trials are available and continued research is needed to classify all clinical guidelines as ""effective"". Additionally, ongoing research will help inform experts about specific approaches to use when working with the family of a child with BI. Currently, clinicians and researchers can turn to existing clinical guidelines to help address the myriad of barriers that come with practicing and examining family interventions for pediatric BI.",0,0,
92,review of quantitative studies of adherence to mental health clinical practice guidelines,"Mental health clinical practice guidelines have proliferated, but there is little evidence of the extent to which they are actually applied in clinical practice. The purpose of this study was to find and review all peer-reviewed reports published up to 2000 that provided quantitative information on rates of adherence to specific mental health guidelines. A literature review yielded 41 related studies. These studies were of three types: 26 were cross-sectional studies conducted after the publication of the guidelines, six were conducted without any specific intervention (pre/post) before and after the publication of the guidelines, and nine included a controlled trial of a specific intervention. Only 37% were conducted in the mental health specialty sector. Adequate agreement was found in 27% of cross-sectional and before/after studies and 67% of controlled studies. Successful interventions tended to be complex, involving system redesign or additional resources. Of the 13 studies that also measured patient outcome, only six (46%) found that better outcome was associated with greater guideline adherence. Several studies have shown that after interventions were discontinued, compliance rates returned to pre-intervention levels. Thus, the evidence suggests that adherence to the guideline is not high without the specific intervention, but that specific interventions (typically those that are versatile and resource-intensive) improve compliance. However, the public health challenge is to design and implement interventions that are sustainable in general clinical practice.",0,0,
93,review of the evidence for poor adherence by healthcare practitioners to standard/universal infection control measures,"OBJECTIVES: Drawing on international research, the review examines: the extent to which practitioners adhere to infection control measures; relevant issues considered to be effective in compliance; what strategies have been evaluated to promote positive behavior changes among practitioners and the impact of these interventions. BACKGROUND: Internationally, standard/universal precautions (UPs) are considered fundamental to infection prevention and control and are effective in protecting practitioners and patients. However, compliance has been problematic and implementation of standard/IPs is sub-optimal globally. METHODS: Literature search using various electronic databases from 1994 to 2006, where relevant evidence was defined by the number of key terms used. Data were extracted using key headings that facilitated analysis. RESULTS: Thirty-seven studies were evaluated. Twenty-four related to measuring practitioner compliance and t' 13 studies evaluating the effect of a research intervention on compliance. In addition, other studies examining specific causes of suboptimal compliance or discussing infection control measures in general are included. CONCLUSIONS: Compliance with infection control measures is below optimal at the international level. Evidence confirms that compliance with certain aspects of the standard/IPs varies and practitioners are selective in applying recommended practices. Adaptation improves following a structured intervention,"" but research fails to show how long the intervention affects practitioner compliance, or whether compliance returns to the norm after a period of time. Various causes of non-compliance are discussed and recommendations for the future Relevance for clinical practice Sub-optimal compliance staff safety, patient protection Infection control teams and researchers should consider the causes of non-compliance and provide a supportive environment that assists the routine, long-term application of standard precautions.",0,1,
94,review of the literature on remote monitoring technology in incentive-based interventions for health-related behavior change.,"The use of technology (eg, Internet, mobile phones) is increasing to allow remote delivery of incentive interventions for health-related behavior change. To our knowledge, a systematic review of this reported literature has not yet been conducted. This report presents a systematic review of controlled trials using technology to remotely administer financial incentive interventions targeting substance use and other health behaviors published between 2004 and 2015. Alone or in combination of the following 2 objectives: (a) to monitor target behavior or (b) to provide incentives to achieve the target target. Studies also examine financial incentives (e.g., cash, coupons) for health-related behavior change, peer-reviewed publication, and the effectiveness of the incentive intervention into another situation (e.g., unconditional incentives, treat-as-usual). Of the 39 reports that met the inclusion criteria, 18 were targeted substance use, 10 targeted drug adherence or home health monitoring, and 11 targeted diet, exercise, or weight loss. All 39 (100%) studies used technology to facilitate remote monitoring of target behavior, and 26 (66.7%) studies incorporated technology into the remote delivery of incentives. Statistically significant intervention effects were reported in 71% of the studies reviewed. Overall, the results provide substantial support for the effectiveness of remotely administered incentive interventions for health-related behavior change, which have the potential to increase the cost-effectiveness and accessibility of this treatment approach. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,0,
95,review of the use of laboratory testing: A trigger for cost reduction and quality improvement in healthcare,"BACKGROUND: Considering the role of laboratory testing as a central part of controlling healthcare expenditure, this study aims to explore the overuse of laboratory testing in Iran to pave the way for future interventions. METHODS: Inappropriate laboratory use was reviewed in a cross-sectional questionnaire through retrospective analysis of 384 medical records at a tertiary center. To pave the way for future intervention, overuse tests were divided into two categories, inappropriate and ineffective, and then analyzed. Frequency analysis was used to analyze the patient's age, gender, length of hospital stay, length of stay and diagnosis, as well as inappropriate testing and inefficient testing. RESULTS: A total of 143 (1.50%) of the tests were inefficient and were ordered due to laboratory errors such as hemolysis, insufficient sampling or absurd results. Of the tests, 2522 (26.40%) were ineligible and resulted from not meeting the medical/clinical eligibility criteria. CONCLUSION: Although inappropriate test sequencing is more frequent than inefficient testing, initial remediation strategy should focus on physicians' test ordering behavior through appropriate teaching strategies, continuous supervision and training feedback, application of health information technology tools, and application of laboratory practice guidelines (LPGs). . ) and test algorithms. For inefficient testing, it is recommended to conduct a cycle of continuous quality improvement for laboratory services and to train personnel involved in blood sampling.",0,0,
96,simple intervention to improve hospital antibiotic prescription,"OBJECTIVE: To evaluate changes in prescribing behavior after distribution of antibiotic guides printed on 9 x 6 cm laminated card suitable for affixing to a hospital ID card. INTERVENTION: Guidelines for appropriate antibiotic prescription for 20 common and important pediatric infections were printed on a laminated 9 x 6 cm laminated card suitable for clip-on hospital ID card and distributed to all healthcare personnel. DESIGN: We collected data from medical records for three marker conditions (tonsillitis, pneumonia, and orbital/periorbital cellulitis) in patient samples from six-month periods on either side of the month in which the cards were distributed. The prescribers were unaware of the study, and the investigators analyzed the prescriptions without knowledge of the period in which they were written. Prescriptions were graded according to appropriate antibiotic and appropriate dose selection. Data on antibiotic costs were also collected. MAIN OUTCOME MEASURES: ""Proportion of cases where antibiotic choice is appropriate""; proportion of cases where antibiotic dosing is appropriate; annual costs of third-generation cephalosporins. RESULTS: Little change in prescribing practice after the introduction of cards for tonsillitis. For pneumonia, cases with appropriate choice 77% and increased appropriate dose from 48% to 81% (P = 0.001) For orbital/periorbital cellulitis, suitably selected cases increased from 19% to 78% ( P < 0.001) and appropriate dose cases increased from 30% to 51% (P = 0.11) Third generation cephalosporins had annual costs of $193,245 for pre-cards and $89,814 for postcards. This simple intervention is likely to be cost-effective and beneficial in reducing inappropriate antibiotic use.",0,1,
97,simple way to improve DVT protocol compatibility,"Objective: To evaluate the effect on deep vein thrombosis (DVT) protocol violations of applying a label attached to the patient's medication schedule, specifically allowing appropriate prescribing of low-dose subcutaneous heparin or thromboembolic stockings (TEDS). Design: An audit study. Setting: General Surgery Department of a District General Hospital in the UK. Method: All adult general surgery patients hospitalized on weekdays were examined. Staff were not warned about the work in advance. Patient details and risk factors for DVT were noted. Details of the DVT prophylaxis administered were recorded. In total, four separate studies were conducted: with the original protocols (I), after 1 and 3 years with the refined protocol (II, III), and finally after the introduction of the label (IV). Results: Protocol violations were defined as ""acceptable"" or ""unacceptable"". Raising awareness between Study I and II reduced acceptable violations to zero. There was no statistically significant reduction in unacceptable violations (24.1"" in 80 patients; 17 in 75, II;""13 in 60, III). In Study IV, 51 patients had only 6 violations after label introduction (p<0.02). The result: Combining increased awareness with adding labels to the medication schedule reduced unacceptable violations by 63%.",0,1,
98,"snapshot of general practitioner attitudes, confidence levels, and self-reported pediatric asthma management practice","The prevalence of asthma is high in Australia. Previous findings have suggested that asthma management has been inadequate, particularly in primary care, and recent government attempts to improve asthma management and encourage the use of written asthma action plans (WAAPs) in general practice have been implemented. We aimed to evaluate the attitudes, confidence and self-reported practice of pediatric asthma management of a suitable sample of Australian general practitioners (GPs). A basic questionnaire was administered to GPs as part of a randomized controlled trial. General practitioners (GPs) were recruited from two areas of the Sydney metropolitan area, NSW, between 2006 and 2008. Invitations were sent to an estimated 1200 potential eligible GPs. Of the 150 (12.5%) registered general practitioners, 122 (10.2%) completed the basic questionnaire. Although 89% were aware of the Australian National Asthma Guidelines, less than 40% were familiar with the guideline recommendations. While 85.2% of them had a positive attitude towards WAAPs, only 45.1% reported that they provided them frequently. For children with frequent symptoms, 90% agreed that they should be prescribed daily inhaled corticosteroids (ICS), and 83% reported that they currently prescribe ICS to such patients. These findings illustrate gaps between GP attitudes and behaviors and highlight opportunities for intervention to improve pediatric asthma management.",0,0,
99,statewide controlled trial intervention to reduce the use of unproven or ineffective breast cancer treatment,"BACKGROUND: Challenged by the public, colleagues, and the Congressional Budget Office, medical specialty associations have begun to develop a ""Top Five"" list of expensive procedures that do not provide meaningful benefits, at least to some categories of patients for which they are generally ordered. However, it is unknown to what extent these lists affect the behavior of doctors or patients. METHODS: We are partnering with a statewide health systems consortium to examine the effectiveness of two interventions: (i) ""basic"" public reporting and (ii) an ""advanced"" intervention that increases public reporting with a smartphone-based app that provides information to providers. Just-in-time information, decision-making tools, and personalized patient education materials to support reductions in the use of eight breast cancer interventions targeted by Choosing Wisely(R) or oncology community guidelines. Our objectives are: (1) to examine whether basic public reporting reduces the use of targeted breast cancer practices in a contemporary cohort of patients with breast cancer cases in the intervention versus usual care setting in comparison situations; (2) to examine the efficacy of an enhanced intervention relative to the baseline intervention; and (3) simulating the cost savings resulting from the nationwide implementation of both interventions. DISCUSSION: The results will provide conclusive evidence of the effectiveness of a unique public reporting system that pays all ages to influence provider behavior that can easily be exported to other states and potentially major health systems. The findings will be more relevant to the ACO environment, which is expected to provide financial disincentives for ineffective or unproven care. TRIAL REGISTRATION: ClinicalTrials.gov number pending.",0,1,
100,Examining the factors associated with cost and diversity in prescribing among GPs.,"BACKGROUND: Improper prescribing has the potential to harm both the individual and society. Previous research has identified physician or demographic characteristics that influence prescribing variation but cannot be changed. OBJECTIVES: To identify modifiable factors associated with GP prescribing variance and cost. METHODS: Qualitative research methods were used in semi-structured taped interviews with 17 GPs in Avon, South West NHS Region, England. CONCLUSIONS: GPs viewed themselves as cautious and conservative prescribers. Prescribing decisions were often justified by the prescriber, despite conflicting clinical or cost arguments. A personally developed drug formulation was used to reduce the dilemmas potentially associated with prescribing uncertainty. The willingness to reflect on and measure prescribing habits according to established professional standards varied significantly. The absence of mechanisms for monitoring prescribing decisions, combined with the inadequate use of the community pharmacist, has resulted in ambiguous prescribing results. Some GPs have had a hard time keeping up to date professionally due to perceived time constraints. Excessive patient demand was thought to affect their prescribing, but GPs stated that they were not unduly influenced by the drug representative. CONCLUSIONS: Prescribing has a significant impact on health and budgets and still remains a controversial issue. Improved partnerships should be established between patient, doctor and pharmacist. Support through better prescribing decision monitoring and policy development and educational intervention is needed to reduce prescribing uncertainty. Newly established Primary Care Groups may need to reflect on the challenges faced by prescribers, particularly when prescribing within cash-limited budgets, to avoid mismatch between prescribing behavior and local policy development.",0,0,
101,Successful experiment to reduce unnecessary laboratory use in a public hospital,"series of interventions at a 228-bed general hospital provided doctors with periodic feedback on the amount of laboratory services used to treat their patients. Laboratory test estimates adjusted for case mix allowed each doctor to compare the use of laboratory tests with that of their colleagues in the same department in the same hospital. Doctors with ""extreme"" practice patterns ordered hundreds of more lab tests than average each year. A well-rounded training program included: 1) meetings were held about costs and unnecessary laboratory testing""; 2) physicians were given explanations of practice patterns relative to colleagues as part of both large and small departmental discussions; 3) feedback was repeated one year later; 4 ) a consensus conference created guidelines for test ordering;"" and 5) a patient record sample was reviewed for compliance with the laboratory test order. A total of 37% of a test sample ordered at baseline by physicians with ""extreme"" administration patterns was classified as inappropriate. The intervention resulted in a reduction of 1.8 tests per patient (P = 0.0005). Eight of the nine tests individually showed reductions in use. Pay data from the destination hospital showed a statistically significant decrease in laboratory fees per patient in the quarter after program start (P = 0.02) and no evidence for change in a group of five comparison hospitals. There was no evidence of a reduction in the ranking of the baseline tests. These results demonstrate a cost-effective approach to reducing unnecessary costs that can be implemented in hospitals with integrated data systems.",0,1,
102,"survey of tobacco-related knowledge, attitudes, and behaviors of primary care providers in Mississippi.","RATIONALE: Compared to other regions in the USA, the prevalence of tobacco use and tobacco-related disease is high in Mississippi. This study evaluated tobacco-related knowledge, attitudes, and intervention behaviors of family physicians, dentists, and nurses in the state of Mississippi. METHODS: The Provider Attitude Questionnaire, an 85-item measure of tobacco-related knowledge, attitudes, and intervention behaviors, was mailed to all members of Mississippi's Family Medicine, Dentistry, and Nursing professional organizations (N=2043). RESULTS: More than one-third of eligible providers (n=802, 39.2%) responded. Only 24.3% had received training in tobacco cessation and 33.7% were aware of the Public Health Service clinical practice guidelines. More than 90% said their role was to prevent tobacco use""; they felt rewarded for helping patients quit;"" and was disturbed and upset by the health effects of tobacco. Doctors helped more patients than nurses or dentists. Doctors and nurses reported greater self-efficacy, motivation, and readiness to treat tobacco use than dentists. Providers who received training performed more interventions and reported greater self-efficacy, preparedness, and fewer barriers than those who did not. Education was associated with greater increases in self-efficacy, preparedness and intervention behaviors for dentists than for other groups. CONCLUSIONS: Despite the high prevalence of tobacco use and tobacco-related diseases in Mississippi, primary healthcare providers in Mississippi provide unacceptably low frequency of tobacco cessation interventions compared to other regions. Education is likely to increase the frequency of intervention behaviors.",0,0,
103,sustainable strategy to prevent misuse of antibiotics for acute respiratory infections,"More than 50% of past antibiotic prescriptions are for outpatients with acute respiratory tract infection (ARI). Many are not needed and thus contribute to both preventable adverse events and pressures to develop bacterial resistance. Can an intervening clinical decision support system (CDSS) during electronic prescribing adjust antibiotic use according to consensus treatment guidelines for ARI? Methods This is a retrospective comparison of the pre-intervention (2002) and post-intervention (2003-2006) periods in two comprehensive health systems (intervention and control). The intervention was a CDSS targeting fluoroquinolone and azithromycin""; other antibiotics remained unrestricted. 7000 outpatient visits marked by an ARI case finding algorithm were reviewed for compliance with guidelines (antibiotic prescribed or not prescribed when warranted or not prescribed) Results 3831 patients met the case definitions for one or more ARI: pneumonia (537), bronchitis (2931), sinusitis (717), and nonspecific ARI (145) All patients with pneumonia were given antibiotics. ) rate of compliant prescribing, intervention for antibiotics targeted by CDSS region was 2.57 (95% CI?=?(1.865 to 3,540);"" concordance was unchanged for other antibiotics (adjusted RR?=?1.18 (95%) CI=?(0.691 to 2.011))) Proportion of non-guaranteed prescriptions of targeted antibiotics decreased from 22% to 3% before and after intervention (p<0.0001). An intervening CDSS was added during the results e-. Antibiotics targeted for ARI during four years of misuse have almost run out of prescriptions. This intervention highlights the path to sustainable antibiotic management for outpatients with ARI.",1,1,
104,systematic qualitative analysis of psychoeducational interventions for depression in cancer patients.,"OBJECTIVES/OBJECTIVES: To determine whether research-based recommendations can be made on the clinical management of depression in patients with cancer. DATA SOURCES: Reports of scientific studies, qualitative or quantitative systematic reviews of scientific studies, and practice guidelines published between 1980-2000. DATA SYNTHESIS: A total of 36 pieces of evidence supported the conclusion that psychoeducational interventions benefit depressive symptoms. Evidence included two well-conducted meta-analyses and nine well-designed randomized clinical trials with large samples (N > 100). Regarding intervention content, 70% of behavioral therapy studies and 66% of counseling studies produced results supporting the hypothesis. Additionally, 58% of studies that tested behavior therapy or counseling along with cancer education yielded positive results. CONCLUSIONS: Evidence supports the conclusion that psychoeducational interventions reduce depressive symptoms in cancer patients and that behavioral therapy or counseling, alone or in combination with cancer education, is beneficial. APPLICATIONS FOR NURSING PRACTICE: Nurses can choose from a variety of educational, behavioral and counseling techniques to prevent or manage depression in their patients.",0,0,
105,systematic review of clinical decision support systems for antimicrobial management: Are we failing to research these interventions appropriately?,"OBJECTIVES: Clinical decision support systems (CDSS) for antimicrobial management can support clinicians in optimizing antimicrobial therapy. We reviewed all of the original literature (qualitative and quantitative) to understand the current scope of CDSS for antimicrobial management and to analyze current methods used to evaluate and report such systems. METHOD: PRISMA instructions were followed. Medline, EMBASE, HMIC Health and Management, and Global Health databases were searched between January 1, 1980 and October 31, 2015. All primary research studies describing CDSS for antimicrobial management in adults in primary or secondary care were included. Thematic synthesis was made for qualitative research. Quality was assessed using the Integrated quality Criteria for Review of Multiple Study Designs (ICROMS) criteria. CDSS reporting was evaluated against a reporting framework for behavior change intervention implementation. RESULTS: 58 original articles describing 38 independent CDSSs were included. The majority of systems target antimicrobial prescribing (29/38%; 76%), are platforms integrated with electronic medical records (28/38%; 74%), and have a rules-based infrastructure that provides decision support (29/38;""76%). In the assessment made against the response reporting framework, CDSS studies do not report consideration of the non-specialist, end-user workflow. They have a narrow focus, such as antimicrobial selection, and use surrogate outcome measures. Participation by clinicians with CDSS was poor. CONCLUSION: When designing CDSS interventions, more consideration should be given to factors that drive non-expert decision making. Future work should aim to go beyond selecting appropriate antimicrobials with clear and systematic reporting frameworks for CDSS interventions developed to address current gaps identified in reporting evidence.",0,1,
106,systematic review of computer-based patient registry systems and quality of care: more randomized clinical trials or a broader approach?,"OBJECTIVE: To analyze the impact of computer-based patient record systems (CBPRS) on medical practice, quality of care, and user and patient satisfaction. DATA SOURCES: Manual and electronic search of Medline, Cochrane and Embase databases. STUDY SELECTION: Selected articles published from 2000 to March 2003. CBPRS was defined as computer software designed for use by clinicians as a direct aid in clinical decision making. To be included, systems must record patient characteristics and provide online advice or specific information or reminders to clinicians during consultation. DATA DRAWING: The keywords used for the search were: electronic record, informatics record, electronic medical record, electronic patient record, patient order entry, computer-based patient system, clinical decision support systems, and evaluation. RESULTS: Twenty-six articles were selected. The use of CBPRS was perceived positively by physicians, and satisfaction studies were mostly positive. In all three studies examining this criterion, the positive effect of CBPRS on preventive care was observed. Twelve studies evaluating the impact on medical practice and compliance with guidelines have shown that positive experiences are as frequent as experiences with no benefit. Of the six studies that analyzed the effect of CBPRS on patient outcomes, none reported any benefit. RESULTS: CBPRS has increased user and patient satisfaction, which can lead to significant improvements in medical care practice. However, studies of the impact of CBPRS on patient outcomes and quality of care are inconclusive. Alternative approaches that take into account social, cultural and organizational factors may be needed to evaluate the usefulness of CBRS.",0,0,
107,systematic review of education on HIV/AIDS prevention among older adults.,"Through an extensive literature review, the authors of this systematic review identified 21 articles focusing on primary prevention of HIV/AIDS for adults aged 50 and over. Three major challenges in providing HIV/AIDS education to older adults include age discrimination by health professionals, older adults' reluctance to discuss sexuality, and misunderstanding of HIV risks. Clinical guidelines for social workers, nurses, and physicians have defined the importance of designing creative delivery strategies, sharing information, and assessing risk, taking into account cultural diversity. The three models of HIV/AIDS education include group education programs delivered by social workers or other health professionals, peer education models, and one-on-one early intervention models, including HIV/AIDS testing. Additional outreach and research are needed on HIV/AIDS prevention among older adults.",0,0,
